symbol,year,month,quarter,open,high,low,close,percent_change,volume,trading_days,avg_daily_volume,up_days,down_days,unchanged_days,range,volatility,avg_true_range,avg_daily_range,highest_day,lowest_day,vpoc,vah,val,high_to_ltp_pct,low_to_ltp_pct,daily_open,daily_high,daily_low,ltp,day_buy_quantity,day_sell_quantity,day_volume
GODREJCP,2026,6,,1036.3,1056.8,975.4,1010.0,-2.5378751326835816,23268046.0,21,1108002.1904761905,9,11,0,81.39999999999998,0.08026746430131053,23.561904761904763,23.10476190476191,2026-06-15T00:00:00+05:30,2026-06-03T00:00:00+05:30,1019.7629999999999,1038.078,996.564,1.11350238607655,8.73023299335642,1076.8,1079.7,1067.2,1068.7,92.0,0.0,468745.0
ADANIENSOL,2026,6,,1521.8,1614.8,1445.0,1491.4,-1.9976343803390633,58581178.0,21,2789579.904761905,11,9,0,169.79999999999995,0.11220264317180613,51.79523809523808,50.61904761904762,2026-06-08T00:00:00+05:30,2026-06-03T00:00:00+05:30,1496.789,1541.786,1468.772,1.8119907576310323,12.136689772589076,1651.0,1667.2,1634.0,1644.6,0.0,15.0,1062085.0
FEDERALBNK,2026,6,,290.0,331.8,284.85,330.05,13.81034482758621,195267390.0,21,9298447.142857144,12,7,1,46.94999999999999,0.14951662433180418,6.969047619047617,6.819047619047619,2026-06-30T00:00:00+05:30,2026-06-02T00:00:00+05:30,323.58375,330.861,305.9775,0.21052631578947026,14.330827067669166,328.5,336.5,327.3,332.5,15.0,0.0,4617024.0
SYNGENE,2026,6,,443.0,463.8,431.5,439.5,-0.7900677200902935,19810601.0,21,943361.9523809524,7,13,0,32.30000000000001,0.07277779864057984,12.540476190476191,12.361904761904762,2026-06-15T00:00:00+05:30,2026-06-29T00:00:00+05:30,439.4135,453.141,436.022,-10.336624241703339,-2.652551445224212,418.45,422.35,416.0,420.35,3225.0,0.0,538680.0
LUPIN,2026,6,,2285.4,2440.8,2219.8,2419.0,5.845803798022224,18042940.0,21,859187.619047619,12,8,0,221.0,0.09596238423413084,43.47619047619056,42.16666666666678,2026-06-30T00:00:00+05:30,2026-06-02T00:00:00+05:30,2269.525,2354.61,2230.8500000000004,2.078151327930664,10.944395410414817,2495.0,2509.9,2481.0,2492.6,0.0,87.0,672899.0
UNITDSPR,2026,6,,1276.9,1395.9,1229.2,1350.4,5.756128122797399,19064512.0,21,907833.9047619047,11,9,0,166.70000000000005,0.12853728120903693,30.1714285714286,28.266666666666694,2026-06-25T00:00:00+05:30,2026-06-08T00:00:00+05:30,1268.3745000000001,1347.557,1229.2,-1.6382699868938402,10.49949031600408,1378.6,1398.7,1368.8,1373.4,1667.0,0.0,804208.0
PNB,2026,6,,106.5,110.5,102.67,106.69,0.17840375586854246,392559293.0,21,18693299.666666668,12,8,0,7.829999999999998,0.07303520507422112,2.320476190476189,2.2309523809523792,2026-06-10T00:00:00+05:30,2026-06-02T00:00:00+05:30,108.81655,109.4821,105.8803,-3.911980440097796,3.4511942824901274,104.6,106.45,104.0,106.34,11752.0,0.0,11967457.0
OFSS,2026,6,,10069.0,11055.0,9050.0,10775.5,7.016585559638494,6651673.0,21,316746.3333333333,10,10,0,2005.0,0.2023607553263581,334.4761904761905,327.8333333333333,2026-06-29T00:00:00+05:30,2026-06-11T00:00:00+05:30,10182.825,10513.65,9290.6,5.882853737442534,22.95249446620126,11625.0,11958.0,11549.0,11746.0,0.0,214.0,475458.0
UNIONBANK,2026,6,,168.0,177.6,160.1,172.43,2.636904761904766,268786674.0,21,12799365.42857143,9,11,0,17.5,0.1027144566055877,4.193809523809522,4.038571428571427,2026-06-18T00:00:00+05:30,2026-06-02T00:00:00+05:30,174.5375,177.075,167.1,-4.2314689829215375,6.039086800868591,163.0,170.75,162.51,170.39,5313.0,0.0,30402923.0
CANBK,2026,6,,131.45,138.26,124.61,125.52,-4.51122099657664,726417386.0,21,34591304.0952381,10,10,0,13.649999999999991,0.10353832706047225,3.6019047619047626,3.5914285714285707,2026-06-10T00:00:00+05:30,2026-06-30T00:00:00+05:30,133.14125,136.349,128.8415,-6.904817134462212,3.6495785973865402,127.47,129.73,126.44,129.33,449.0,0.0,19225449.0
DIVISLAB,2026,6,,6690.0,6887.5,6450.5,6579.0,-1.6591928251121077,7388169.0,21,351817.5714285714,10,10,0,437.0,0.06568089263603896,136.5952380952381,135.85714285714286,2026-06-23T00:00:00+05:30,2026-06-02T00:00:00+05:30,6636.225,6765.14,6564.12,0.7350291849823448,7.03322043669381,6830.0,6958.0,6786.5,6938.5,72.0,0.0,274183.0
IDFCFIRSTB,2026,6,,71.3,81.46,69.53,79.49,11.486676016830291,609333192.0,21,29015866.285714287,13,7,0,11.929999999999993,0.15734634661039293,1.9190476190476196,1.8338095238095253,2026-06-22T00:00:00+05:30,2026-06-02T00:00:00+05:30,78.41784999999999,81.46,72.7511,-1.09208240258128,13.713080168776367,79.99,80.79,79.86,80.58,0.0,15754.0,13770266.0
UPL,2026,6,,647.25,655.6,564.1,571.2,-11.749710312862103,49358105.0,21,2350385.9523809524,6,14,0,91.5,0.1492404001491239,15.142857142857148,14.469047619047625,2026-06-01T00:00:00+05:30,2026-06-29T00:00:00+05:30,608.4775,619.9150000000001,564.1,-10.79002957329954,4.672581326573718,590.0,592.5,586.2,591.75,2.0,0.0,711085.0
PETRONET,2026,6,,272.0,294.1,261.15,280.8,3.2352941176470633,72339971.0,21,3444760.523809524,9,11,0,32.950000000000045,0.11850183673993663,6.221428571428563,5.892857142857134,2026-06-17T00:00:00+05:30,2026-06-11T00:00:00+05:30,269.55224999999996,286.192,261.15,-5.431080838860023,6.381071876680414,275.15,280.55,275.15,278.95,0.0,0.0,1054027.0
BIOCON,2026,6,,431.2,435.0,405.8,418.3,-2.991651205936915,67811439.0,21,3229116.1428571427,10,10,0,29.19999999999999,0.07010603938605767,9.876190476190475,9.84047619047619,2026-06-01T00:00:00+05:30,2026-06-08T00:00:00+05:30,414.414,423.028,411.056,-5.852293466358441,1.2531938191994103,413.5,415.6,402.7,410.95,53954.0,0.0,7504642.0
COFORGE,2026,6,,1438.2,1554.0,1356.2,1465.7,1.9121123626755665,82405501.0,21,3924071.476190476,8,12,0,197.79999999999995,0.13635692174364053,52.18571428571431,48.89523809523813,2026-06-02T00:00:00+05:30,2026-06-11T00:00:00+05:30,1485.759,1506.528,1421.474,-0.8501525082743792,11.98650139528847,1494.1,1547.9,1470.0,1540.9,1314.0,0.0,5131972.0
PPLPHARMA,2026,6,,172.99,175.95,158.1,168.09,-2.83253367246662,179784802.0,21,8561181.047619049,8,12,0,17.849999999999994,0.10770685117289411,6.179523809523808,6.006666666666665,2026-06-01T00:00:00+05:30,2026-06-22T00:00:00+05:30,168.54225,175.593,164.7045,-1.336174624200883,8.944306859413697,176.4,177.2,172.6,173.63,8653.0,0.0,3905313.0
ALKEM,2026,6,,5443.5,5608.0,5162.5,5570.0,2.323872508496372,3100146.0,21,147626.0,11,9,0,445.5,0.08326065287814602,115.54761904761905,113.88095238095238,2026-06-30T00:00:00+05:30,2026-06-03T00:00:00+05:30,5334.0175,5474.35,5278.33,-0.7364828453386024,7.266031974133286,5615.5,5684.0,5548.5,5567.0,0.0,6.0,219164.0
AMBER,2026,6,,7630.0,8218.0,7120.0,7530.0,-1.310615989515072,8844726.0,21,421177.4285714286,10,10,0,1098.0,0.14298470811474495,265.7142857142857,262.2857142857143,2026-06-19T00:00:00+05:30,2026-06-12T00:00:00+05:30,7762.33,7965.46,7471.36,-5.752155449749067,8.377300218762064,7779.5,7954.5,7723.0,7771.0,385.0,0.0,375180.0
YESBANK,2026,6,,23.28,25.78,22.18,24.18,3.865979381443293,3059828763.0,21,145706131.57142857,10,10,0,3.6000000000000014,0.1508048911850951,0.7304761904761903,0.7061904761904761,2026-06-18T00:00:00+05:30,2026-06-11T00:00:00+05:30,25.258000000000003,25.636000000000003,23.224,-8.410428931875526,6.728343145500427,23.8,23.93,23.6,23.78,30780.0,0.0,51934563.0
SUZLON,2026,6,,56.81,60.45,52.56,58.9,3.678929765886281,2063353928.0,21,98254948.95238096,11,9,0,7.890000000000001,0.1398168853634868,1.8338095238095244,1.7980952380952384,2026-06-19T00:00:00+05:30,2026-06-02T00:00:00+05:30,58.28025,59.8188,54.927,-13.691931540342301,1.1472634944517575,53.6,53.63,52.92,53.17,39304.0,0.0,40685711.0
KAYNES,2026,6,,3164.9,3399.0,3018.1,3121.9,-1.3586527220449303,20487859.0,21,975612.3333333334,11,9,0,380.9000000000001,0.12035588109611141,107.2714285714286,102.44285714285718,2026-06-18T00:00:00+05:30,2026-06-11T00:00:00+05:30,3210.4545,3319.011,3109.516,-2.394938996836873,9.079680674800425,3300.0,3332.8,3270.1,3319.5,734.0,0.0,796834.0
AMBUJACEM,2026,6,,448.6,452.0,404.8,421.85,-5.962995987516718,71696640.0,21,3414125.714285714,9,11,0,47.19999999999999,0.11149355470068159,10.86666666666666,10.54047619047619,2026-06-01T00:00:00+05:30,2026-06-11T00:00:00+05:30,423.916,434.536,418.016,-4.593312507231291,6.3288210112229475,430.0,434.45,429.4,432.15,466.0,0.0,733484.0
ABB,2026,6,,7253.0,7327.0,6653.0,7031.0,-3.060802426582104,6738449.0,21,320878.5238095238,12,8,0,674.0,0.09563965863250289,185.16666666666666,178.6904761904762,2026-06-04T00:00:00+05:30,2026-06-11T00:00:00+05:30,7080.99,7246.12,6956.3,-7.639194946378727,2.262376964889085,6800.0,6872.0,6715.5,6807.0,3.0,0.0,297882.0
360ONE,2026,6,,1108.0,1165.1,1031.3,1074.6,-3.0144404332130046,21729575.0,21,1034741.6666666666,11,9,0,133.79999999999995,0.1220458247366706,32.58571428571432,31.590476190476206,2026-06-16T00:00:00+05:30,2026-06-11T00:00:00+05:30,1069.433,1119.608,1050.032,-4.212880143112693,7.754919499105551,1127.0,1127.0,1094.8,1118.0,0.0,90.0,2239845.0
KEI,2026,6,,5289.5,5708.0,5067.5,5427.5,2.6089422440684373,7145146.0,21,340245.04761904763,11,9,0,640.5,0.11904098132143853,189.45238095238096,182.78571428571428,2026-06-23T00:00:00+05:30,2026-06-02T00:00:00+05:30,5288.4725,5522.255,5163.575,-11.658841940532081,0.8705007824726135,5139.0,5233.0,5090.0,5112.0,0.0,0.0,323058.0
SOLARINDS,2026,6,,18390.0,18780.0,16832.0,18696.0,1.66394779771615,3299318.0,21,157110.38095238095,12,8,0,1948.0,0.10875014953544324,584.9047619047619,575.6666666666666,2026-06-30T00:00:00+05:30,2026-06-17T00:00:00+05:30,18341.699999999997,18741.04,17689.12,-3.4368803701255786,7.292355144304913,18200.0,18347.0,17940.0,18156.0,0.0,68.0,108258.0
KFINTECH,2026,6,,861.75,928.0,800.05,879.8,2.094574992747311,22417757.0,21,1067512.238095238,11,9,0,127.95000000000005,0.1482393831979367,25.95714285714286,24.364285714285714,2026-06-22T00:00:00+05:30,2026-06-11T00:00:00+05:30,886.41625,916.4845,848.6709999999999,-0.23221904196143836,13.587514176162452,900.0,930.0,891.1,925.85,3209.0,0.0,1888771.0
HEROMOTOCO,2026,6,,4915.5,5073.4,4671.5,4794.3,-2.465669819957274,15201660.0,21,723888.5714285715,9,11,0,401.89999999999964,0.08196711758827344,109.68095238095235,105.44761904761903,2026-06-15T00:00:00+05:30,2026-06-30T00:00:00+05:30,4866.4215,4976.9439999999995,4784.032,-2.449465883160664,5.666282991054307,4917.6,4967.0,4871.0,4952.1,16.0,0.0,508201.0
GMRAIRPORT,2026,6,,101.0,113.36,95.47,112.09,10.980198019801984,558109575.0,21,26576646.42857143,14,6,0,17.89,0.17061075462187164,3.27952380952381,3.057142857142856,2026-06-30T00:00:00+05:30,2026-06-02T00:00:00+05:30,108.44024999999999,113.36,102.0893,1.1510289501220852,16.750959190791775,112.0,114.99,111.6,114.68,0.0,14953.0,14980179.0
IRCTC,2026,6,,512.1,535.0,501.0,502.9,-1.7965241163835275,18476561.0,21,879836.2380952381,9,11,0,34.0,0.06571015746509723,9.852380952380951,9.53095238095238,2026-06-05T00:00:00+05:30,2026-06-30T00:00:00+05:30,518.51,525.14,511.54,-6.56309132556518,0.20914251568569095,500.85,504.8,496.9,502.05,1116.0,0.0,843555.0
NAUKRI,2026,6,,1005.0,1029.0,949.05,978.0,-2.6865671641791042,36700086.0,21,1747623.142857143,10,10,0,79.95000000000005,0.08052537296252515,30.447619047619053,28.300000000000004,2026-06-18T00:00:00+05:30,2026-06-11T00:00:00+05:30,996.6202499999999,1018.6065,984.228,13.605642080517189,20.318206624407036,1191.0,1206.75,1180.3,1191.05,0.0,18.0,1659484.0
TORNTPOWER,2026,6,,1425.7,1490.0,1368.0,1414.9,-0.7575226204671357,7531971.0,21,358665.28571428574,9,11,0,122.0,0.08558343382650146,40.942857142857164,40.51904761904763,2026-06-23T00:00:00+05:30,2026-06-11T00:00:00+05:30,1419.85,1448.52,1394.84,-3.3358762743602126,5.125182051459885,1414.8,1453.6,1403.2,1441.9,13.0,0.0,311359.0
HINDPETRO,2026,6,,394.05,420.0,361.1,394.45,0.10150996066488446,131650118.0,21,6269053.238095238,11,9,0,58.89999999999998,0.1506898547193372,11.776190476190477,10.483333333333333,2026-06-25T00:00:00+05:30,2026-06-11T00:00:00+05:30,400.2685,409.987,381.71500000000003,-7.252298263534213,7.78855975485189,388.25,394.15,385.55,391.6,16.0,0.0,7267087.0
UNOMINDA,2026,6,,1106.0,1153.9,1031.3,1087.8,-1.6455696202531689,18589423.0,21,885210.619047619,10,10,0,122.60000000000014,0.11219229478693238,37.400000000000006,36.22857142857143,2026-06-25T00:00:00+05:30,2026-06-12T00:00:00+05:30,1089.5349999999999,1119.5720000000001,1069.306,-0.1388527293239726,10.500737655124533,1150.0,1171.3,1145.9,1152.3,0.0,37.0,526004.0
HINDZINC,2026,6,,635.95,639.95,516.85,533.15,-16.16479282962498,91689925.0,21,4366186.904761905,8,12,0,123.10000000000002,0.21761932822628172,17.845238095238102,15.56190476190476,2026-06-01T00:00:00+05:30,2026-06-25T00:00:00+05:30,565.4745,579.6310000000001,524.236,-20.155839279008642,2.957191137814495,527.95,534.7,526.15,532.6,535.0,0.0,1839561.0
