symbol,year,month,quarter,open,high,low,close,percent_change,volume,trading_days,avg_daily_volume,up_days,down_days,unchanged_days,range,volatility,avg_true_range,avg_daily_range,highest_day,lowest_day,vpoc,vah,val,high_to_ltp_pct,low_to_ltp_pct,daily_open,daily_high,daily_low,ltp,day_buy_quantity,day_sell_quantity,day_volume
BAJFINANCE,2026,6,,911.45,1010.95,860.45,1004.75,10.236436447418942,214117248.0,21,10196059.42857143,11,9,0,150.5,0.1619735092210358,23.91904761904763,21.509523809523817,2026-06-30T00:00:00+05:30,2026-06-02T00:00:00+05:30,874.7475,967.3050000000001,860.45,1.13925288480344,15.856639937414432,1014.0,1028.0,1003.7,1022.6,772.0,0.0,4873970.0
SUNPHARMA,2026,6,,1812.0,1902.4,1756.8,1862.5,2.7869757174392937,46972399.0,21,2236780.904761905,12,8,0,145.60000000000014,0.08006514982102135,27.85238095238096,27.761904761904773,2026-06-23T00:00:00+05:30,2026-06-03T00:00:00+05:30,1792.472,1829.6,1765.536,0.9888622879150618,8.566670136358912,1925.9,1933.1,1911.0,1921.4,2.0,0.0,1573176.0
TATACONSUM,2026,6,,1178.4,1182.5,1065.1,1075.6,-8.723693143245093,36159222.0,21,1721867.7142857143,8,12,0,117.40000000000009,0.1050617483870419,27.43809523809524,25.9952380952381,2026-06-01T00:00:00+05:30,2026-06-30T00:00:00+05:30,1107.951,1144.932,1090.9279999999999,-7.63699253595486,3.0493355179319135,1105.6,1106.6,1092.1,1098.6,101.0,0.0,1072716.0
TMPV,2026,6,,395.0,407.8,343.3,352.2,-10.835443037974686,282653896.0,21,13459709.333333334,9,11,0,64.5,0.1717655264242463,12.830952380952375,11.947619047619039,2026-06-15T00:00:00+05:30,2026-06-30T00:00:00+05:30,359.7475,387.805,343.3,-19.15266617969321,-0.3067932797662561,339.35,344.0,334.4,342.25,16358.0,0.0,8402285.0
TATASTEEL,2026,6,,210.0,213.46,187.05,188.06,-10.447619047619046,672173002.0,21,32008238.19047619,7,13,0,26.409999999999997,0.1322947452787657,4.1504761904761915,3.961904761904763,2026-06-02T00:00:00+05:30,2026-06-30T00:00:00+05:30,198.80245000000002,205.2729,189.691,-14.0826251937363,0.032066698733366615,189.0,189.27,185.4,187.11,2534.0,0.0,47596189.0
TITAN,2026,6,,4100.0,4441.7,3962.8,4404.0,7.414634146341463,17719643.0,21,843792.5238095238,12,8,0,478.89999999999964,0.11297958101537704,102.247619047619,97.89999999999998,2026-06-19T00:00:00+05:30,2026-06-11T00:00:00+05:30,4290.8465,4417.755,4125.626,3.472780615016846,13.880256438118002,4578.0,4635.0,4524.4,4601.5,0.0,2.0,770366.0
WIPRO,2026,6,,205.1,210.18,170.05,170.39,-16.923451974646518,625418348.0,21,29781826.095238097,8,12,0,40.129999999999995,0.21691389388662813,5.083333333333333,4.306190476190474,2026-06-02T00:00:00+05:30,2026-06-30T00:00:00+05:30,175.06625000000003,195.33190000000002,170.05,-17.7940929215939,4.696519643557695,174.6,179.95,174.36,178.43,1359.0,0.0,22415920.0
BEL,2026,6,,412.35,435.0,399.0,411.8,-0.13338183581908847,280108199.0,21,13338485.666666666,10,10,0,36.0,0.08719723183391004,9.078571428571427,8.892857142857142,2026-06-23T00:00:00+05:30,2026-06-08T00:00:00+05:30,408.54,417.36,402.96,-5.890944498539432,2.8724440116845207,411.95,412.9,408.6,410.8,0.0,6441.0,6647354.0
SHRIRAMFIN,2026,6,,950.05,1055.4,879.1,1042.15,9.694226619651612,128925979.0,21,6139332.333333333,13,7,0,176.30000000000007,0.1827393879565647,27.695238095238096,24.364285714285717,2026-06-29T00:00:00+05:30,2026-06-11T00:00:00+05:30,1001.6285,1055.4,916.123,-0.6964984257227538,16.124415609197587,1019.9,1053.1,1017.0,1048.1,0.0,692.0,3212192.0
HDFCLIFE,2026,6,,594.75,605.0,543.0,575.85,-3.177805800756617,60199824.0,21,2866658.285714286,8,12,0,62.0,0.10745544354256333,12.973809523809537,12.514285714285728,2026-06-23T00:00:00+05:30,2026-06-11T00:00:00+05:30,584.8499999999999,598.8,569.04,-5.510987094523897,5.301709103592602,563.0,577.0,563.0,573.4,0.0,290.0,2309005.0
ICICIBANK,2026,6,,1257.1,1404.0,1213.7,1375.2,9.394638453583656,326444067.0,21,15544955.57142857,15,5,0,190.29999999999995,0.14479085523812973,26.519047619047612,25.328571428571422,2026-06-25T00:00:00+05:30,2026-06-03T00:00:00+05:30,1332.6374999999998,1364.037,1242.2450000000001,0.3902092940759134,13.891450869102515,1393.5,1413.0,1386.3,1409.5,85.0,0.0,10091347.0
ETERNAL,2026,6,,251.1,267.5,234.25,264.6,5.376344086021517,579600033.0,21,27600001.57142857,11,9,0,33.25,0.13138830347734456,7.84285714285714,7.157142857142852,2026-06-22T00:00:00+05:30,2026-06-11T00:00:00+05:30,257.35875,261.515,245.8875,6.206171107994386,17.864656381486675,286.1,288.9,284.6,285.2,0.0,348.0,14808366.0
AXISBANK,2026,6,,1289.0,1400.1,1230.3,1345.7,4.398758727695892,155372252.0,21,7398678.666666667,11,9,0,169.79999999999995,0.12805613813313413,25.957142857142884,25.528571428571446,2026-06-25T00:00:00+05:30,2026-06-03T00:00:00+05:30,1360.197,1400.1,1284.636,-6.116416552978612,6.753069577080501,1315.9,1329.9,1313.5,1319.4,65.0,0.0,3674483.0
CIPLA,2026,6,,1410.0,1490.1,1341.1,1465.4,3.9290780141844035,37008974.0,21,1762332.0952380951,12,8,0,149.0,0.1067269713279987,29.385714285714293,28.019047619047633,2026-06-29T00:00:00+05:30,2026-06-17T00:00:00+05:30,1382.0749999999998,1442.4199999999998,1345.57,-4.443821406041906,5.99985981635944,1439.4,1443.0,1420.0,1426.7,0.0,6.0,844670.0
HCLTECH,2026,6,,1190.1,1257.0,1068.6,1071.8,-9.940341147802704,83702698.0,21,3985842.761904762,6,14,0,188.4000000000001,0.16514243973703438,32.98095238095239,28.523809523809526,2026-06-02T00:00:00+05:30,2026-06-30T00:00:00+05:30,1105.338,1166.568,1089.3239999999998,-2.931542744841136,12.495905666557496,1162.0,1237.0,1162.0,1221.2,2519.0,0.0,9027843.0
DRREDDY,2026,6,,1310.1,1414.9,1248.4,1357.1,3.5875124036333106,37182774.0,21,1770608.2857142857,11,9,0,166.5,0.12897787844024006,27.06666666666668,25.861904761904768,2026-06-29T00:00:00+05:30,2026-06-04T00:00:00+05:30,1270.8775,1356.625,1256.7250000000001,-14.613203726204949,-1.1259619279060422,1244.3,1249.1,1226.3,1234.5,0.0,17.0,2437904.0
EICHERMOT,2026,6,,7177.0,7754.0,6942.5,7073.5,-1.4421067298314059,13826608.0,21,658409.9047619047,9,11,0,811.5,0.11043749878490561,181.14285714285714,176.8095238095238,2026-06-25T00:00:00+05:30,2026-06-30T00:00:00+05:30,7579.5275,7680.965,7145.375,-6.27012951415062,4.851641197834578,7325.0,7339.5,7260.0,7296.5,0.0,28.0,787760.0
