symbol,year,month,quarter,open,high,low,close,percent_change,volume,trading_days,avg_daily_volume,up_days,down_days,unchanged_days,range,volatility,avg_true_range,avg_daily_range,highest_day,lowest_day,vpoc,vah,val,high_to_ltp_pct,low_to_ltp_pct
IRCTC,2026,6,,512.1,535.0,501.0,502.9,-1.7965241163835275,18476561.0,21,879836.2380952381,9,11,0,34.0,0.06571015746509723,9.852380952380951,9.53095238095238,2026-06-05T00:00:00+05:30,2026-06-30T00:00:00+05:30,518.51,525.14,511.54,-7.754279959718026,-0.906344410876133
RHIM,2026,6,,392.35,404.95,333.8,367.75,-6.269912068306365,19820372.0,21,943827.2380952381,8,12,0,71.14999999999998,0.18926467794033816,17.426190476190477,16.428571428571427,2026-06-04T00:00:00+05:30,2026-06-02T00:00:00+05:30,378.98025,385.028,348.03000000000003,-0.5961992299093224,17.078623773444292
ADANIENSOL,2026,6,,1521.8,1614.8,1445.0,1491.4,-1.9976343803390633,58581178.0,21,2789579.904761905,11,9,0,169.79999999999995,0.11220264317180613,51.79523809523808,50.61904761904762,2026-06-08T00:00:00+05:30,2026-06-03T00:00:00+05:30,1496.789,1541.786,1468.772,0.22860673463083384,10.719802286067347
LENSKART,2026,6,,524.0,532.5,482.15,514.95,-1.7270992366412126,134100990.0,21,6385761.428571428,10,10,0,50.35000000000002,0.09897361733196673,14.599999999999993,14.509523809523804,2026-06-01T00:00:00+05:30,2026-06-24T00:00:00+05:30,505.05925,518.402,500.7795,2.4635955673596563,11.686051836248753
NBCC,2026,6,,101.7,114.29,99.06,104.93,3.176007866273357,419535624.0,21,19977886.85714286,9,11,0,15.230000000000004,0.14313653532876253,3.93047619047619,3.7990476190476183,2026-06-18T00:00:00+05:30,2026-06-01T00:00:00+05:30,104.31435,109.5687,101.9537,-16.920716112531974,-1.3401534526854244
ENRIN,2026,6,,3900.0,3932.0,3373.7,3683.3,-5.556410256410252,10104131.0,21,481149.09523809527,9,11,0,558.3000000000002,0.15272677535122747,149.01904761904765,145.93333333333337,2026-06-01T00:00:00+05:30,2026-06-11T00:00:00+05:30,3778.4674999999997,3825.923,3585.854,-14.368819080860964,1.8702734147760378
MBAPL,2026,6,,105.8,117.0,104.09,112.4,6.238185255198496,3867048.0,21,184145.14285714287,10,10,0,12.909999999999997,0.1158896801716694,3.6014285714285714,3.5766666666666667,2026-06-25T00:00:00+05:30,2026-06-02T00:00:00+05:30,112.80425,114.6762,109.3831,9.89603388525221,19.83827493261455
MFSL,2026,6,,1674.0,1713.6,1541.0,1584.0,-5.376344086021505,16443772.0,21,783036.7619047619,10,10,0,172.5999999999999,0.10677955616046093,47.10952380952384,45.30000000000002,2026-06-23T00:00:00+05:30,2026-06-03T00:00:00+05:30,1585.013,1641.108,1563.438,-8.675799086757987,2.2704211060375417
VIDYAWIRES,2026,6,,109.84,115.78,84.84,99.62,-9.304442825928621,68749103.0,21,3273766.8095238097,9,11,0,30.939999999999998,0.31087592044133333,5.501904761904761,4.889047619047619,2026-06-02T00:00:00+05:30,2026-06-11T00:00:00+05:30,93.65790000000001,109.9014,92.575,-19.45934791580685,12.463887742468014
THOMASCOOK,2026,6,,92.5,117.0,90.65,108.09,16.854054054054057,154896120.0,21,7376005.714285715,10,10,0,26.349999999999994,0.24757060023622882,5.4852380952380955,5.235714285714285,2026-06-18T00:00:00+05:30,2026-06-03T00:00:00+05:30,111.86175,116.2095,104.352,-14.369501466275663,11.388074291300091
RENUKA,2026,6,,23.01,24.89,21.05,22.13,-3.824424163407225,180528302.0,21,8596585.80952381,8,12,0,3.84,0.17027746104142916,0.7800000000000005,0.7495238095238099,2026-06-15T00:00:00+05:30,2026-06-03T00:00:00+05:30,22.1444,23.6228,21.7028,-10.084033613445383,6.89960194604157
CAPACITE,2026,6,,226.0,287.0,211.0,253.73,12.269911504424774,11228952.0,21,534712.0,11,9,0,76.0,0.3243098256123482,11.312380952380947,10.772380952380948,2026-06-23T00:00:00+05:30,2026-06-11T00:00:00+05:30,265.34000000000003,287.0,236.08,-22.231686541737645,10.13628620102215
ICIL,2026,6,,324.0,446.05,315.0,438.25,35.26234567901235,41114262.0,21,1957822.0,8,12,0,131.05,0.3582395553328171,22.238095238095234,22.033333333333328,2026-06-30T00:00:00+05:30,2026-06-08T00:00:00+05:30,395.59575000000007,443.42900000000003,349.073,-5.736636245110819,25.328908379755845
PHOENIXLTD,2026,6,,1773.2,1969.7,1675.0,1948.6,9.891721182043755,11390006.0,21,542381.2380952381,13,7,0,294.70000000000005,0.16236403419018688,54.771428571428565,53.97142857142857,2026-06-30T00:00:00+05:30,2026-06-03T00:00:00+05:30,1862.1345000000001,1969.7,1763.41,5.665708812260535,19.779693486590038
UNOMINDA,2026,6,,1106.0,1153.9,1031.3,1087.8,-1.6455696202531689,18589423.0,21,885210.619047619,10,10,0,122.60000000000014,0.11219229478693238,37.400000000000006,36.22857142857143,2026-06-25T00:00:00+05:30,2026-06-12T00:00:00+05:30,1089.5349999999999,1119.5720000000001,1069.306,0.05197055002164652,10.67128627111304
MSCIINDIA,2026,6,,29.64,29.95,28.32,29.49,-0.5060728744939343,4093790.0,21,194942.38095238095,10,10,0,1.629999999999999,0.05578007365642209,0.5390476190476186,0.5099999999999996,2026-06-01T00:00:00+05:30,2026-06-04T00:00:00+05:30,29.615850000000002,29.721799999999998,29.2817,-1.1141120864280833,4.3889264010803535
PIIND,2026,6,,2789.8,2921.9,2541.0,2555.1,-8.412789447272214,8074361.0,21,384493.38095238095,7,13,0,380.9000000000001,0.13810160150827688,76.24761904761908,75.06666666666672,2026-06-15T00:00:00+05:30,2026-06-30T00:00:00+05:30,2828.5795,2876.192,2704.7870000000003,-12.488931665062564,2.1751684311838306
KISSHT,2026,6,,273.95,302.5,252.5,279.5,2.0259171381639027,58630245.0,21,2791916.4285714286,10,10,0,50.0,0.18201990084249206,15.978571428571424,15.721428571428564,2026-06-22T00:00:00+05:30,2026-06-05T00:00:00+05:30,274.75,283.5,263.0,3.215485522316433,19.212925931850908
PNB,2026,6,,106.5,110.5,102.67,106.69,0.17840375586854246,392559293.0,21,18693299.666666668,12,8,0,7.829999999999998,0.07303520507422112,2.320476190476189,2.2309523809523792,2026-06-10T00:00:00+05:30,2026-06-02T00:00:00+05:30,108.81655,109.4821,105.8803,-6.825212683681363,0.7443928847641107
ASIANTILES,2026,6,,60.0,62.95,52.07,54.1,-9.833333333333332,59846328.0,21,2849825.1428571427,8,12,0,10.880000000000003,0.18647775129770505,2.2652380952380953,2.2261904761904767,2026-06-15T00:00:00+05:30,2026-06-30T00:00:00+05:30,59.631600000000006,61.970800000000004,57.4012,-31.447066193359785,-8.728335769471705
DIGITIDE,2026,6,,87.0,93.48,80.52,84.89,-2.4252873563218382,5916514.0,21,281738.7619047619,8,12,0,12.960000000000008,0.15015972678168474,4.167142857142859,4.104285714285716,2026-06-18T00:00:00+05:30,2026-06-11T00:00:00+05:30,87.4536,90.24000000000001,84.408,10.97990667555471,23.32158842015047
SUPREMEIND,2026,6,,3589.0,3685.7,3147.2,3157.8,-12.014488715519638,4214839.0,21,200706.61904761905,11,9,0,538.5,0.1539702638673311,98.60476190476196,94.68095238095243,2026-06-04T00:00:00+05:30,2026-06-30T00:00:00+05:30,3532.2275,3626.4649999999997,3427.22,-14.164911411225367,2.5151777970511793
PREMIERENE,2026,6,,1077.6,1103.9,1018.5,1051.0,-2.4684484038604224,25197074.0,21,1199860.6666666667,11,9,0,85.40000000000009,0.08043378811119194,33.06190476190476,32.93333333333334,2026-06-09T00:00:00+05:30,2026-06-29T00:00:00+05:30,1067.605,1085.9660000000001,1044.974,-1.3496143958868936,6.491002570694092
SILVERCASE,2026,6,,26.99,26.99,21.5,22.54,-16.487587995553906,269145943.0,21,12816473.476190476,8,12,0,5.489999999999998,0.22582414353710845,0.9271428571428573,0.7361904761904761,2026-06-01T00:00:00+05:30,2026-06-25T00:00:00+05:30,23.94305,24.7391,21.5,-19.68957871396895,4.6563192904656345
AEGISVOPAK,2026,6,,200.0,249.43,182.5,234.69,17.345,22422348.0,21,1067730.857142857,12,8,0,66.93,0.30869330311256366,10.450952380952382,9.896666666666667,2026-06-23T00:00:00+05:30,2026-06-08T00:00:00+05:30,233.03215,246.7528,205.2562,9.472652705694468,33.76401843719377
TCS,2026,6,,2284.0,2457.4,2018.8,2031.5,-11.055166374781086,120106353.0,21,5719350.142857143,9,11,0,438.60000000000014,0.20193370165745864,67.17142857142858,58.2095238095238,2026-06-02T00:00:00+05:30,2026-06-30T00:00:00+05:30,2143.8010000000004,2255.6440000000002,2058.274,-19.90241522322518,1.4979263234935374
SAKSOFT,2026,6,,144.49,212.47,135.2,206.71,43.061803585023185,236658998.0,21,11269476.095238095,10,10,0,77.27000000000001,0.5233237656013159,8.314761904761907,7.827619047619051,2026-06-30T00:00:00+05:30,2026-06-12T00:00:00+05:30,187.35725,212.47,174.6077,-25.699579956220788,20.014198662959245
ROLEXRINGS,2026,6,,141.15,150.0,135.0,149.58,5.972369819341131,23817599.0,21,1134171.380952381,13,7,0,15.0,0.10580482201277717,3.419523809523807,3.3190476190476157,2026-06-30T00:00:00+05:30,2026-06-04T00:00:00+05:30,140.625,143.25,136.05,-5.019953791220322,5.482041587901709
MAZDOCK,2026,6,,2464.9,2569.0,2315.1,2496.6,1.286056229461634,16942142.0,21,806768.6666666666,9,11,0,253.9000000000001,0.10333600141091565,66.72857142857146,63.452380952381,2026-06-18T00:00:00+05:30,2026-06-11T00:00:00+05:30,2516.9505,2546.149,2424.277,-8.26871207012811,2.4317262306136325
KPITTECH,2026,6,,776.05,826.0,669.35,671.55,-13.46562721474132,32034526.0,21,1525453.619047619,8,12,0,156.64999999999998,0.2084405216002838,26.952380952380956,25.919047619047628,2026-06-02T00:00:00+05:30,2026-06-30T00:00:00+05:30,753.1577500000001,807.202,730.4435,-50.688680105810455,-22.110736112378007
PREMEXPLN,2026,6,,661.55,829.8,630.0,805.95,21.827526264076806,28734692.0,21,1368318.6666666667,12,8,0,199.79999999999995,0.278059060545011,46.002380952380946,45.09999999999999,2026-06-30T00:00:00+05:30,2026-06-03T00:00:00+05:30,742.887,789.8399999999999,685.944,-16.218487394957975,11.76470588235294
RAMCOSYS,2026,6,,457.9,868.7,440.5,836.05,82.58353352260319,89455034.0,21,4259763.523809524,14,6,0,428.20000000000005,0.7435441593556976,46.24523809523811,45.828571428571436,2026-06-30T00:00:00+05:30,2026-06-02T00:00:00+05:30,716.689,868.7,654.6,-3.7439541410401884,47.393563026213656
TVSMOTOR,2026,6,,3382.0,3602.3,3265.6,3460.6,2.3240685984624454,24987946.0,21,1189902.1904761905,11,9,0,336.7000000000003,0.09888800468797429,82.70000000000003,80.54285714285719,2026-06-25T00:00:00+05:30,2026-06-12T00:00:00+05:30,3452.4685,3578.731,3353.142,0.6563525550867249,9.941810760872563
NYKAA,2026,6,,262.65,312.9,257.8,310.85,18.351418237197812,196275445.0,21,9346449.761904761,10,10,0,55.099999999999966,0.1956725769221012,8.08095238095238,7.769047619047618,2026-06-30T00:00:00+05:30,2026-06-08T00:00:00+05:30,302.15549999999996,310.145,271.575,3.4408270328653088,20.444375867921615
INDHOTEL,2026,6,,663.0,740.0,635.0,713.95,7.684766214177986,55125899.0,21,2625042.8095238097,12,8,0,105.0,0.15263159716333657,15.928571428571434,15.095238095238106,2026-06-22T00:00:00+05:30,2026-06-02T00:00:00+05:30,658.625,715.85,635.0,-1.168911067058576,13.186137124888925
BSOFT,2026,6,,322.3,356.8,285.0,286.3,-11.169717654359292,36273164.0,21,1727293.5238095238,7,13,0,71.80000000000001,0.22566113414250863,11.838095238095239,11.057142857142859,2026-06-02T00:00:00+05:30,2026-06-30T00:00:00+05:30,325.567,344.594,305.822,-29.816263416408944,-3.692923412770593
PARADEEP,2026,6,,126.0,140.4,120.49,136.03,7.9603174603174605,82111000.0,21,3910047.619047619,13,7,0,19.91000000000001,0.15300420467894044,4.299523809523807,4.170476190476189,2026-06-22T00:00:00+05:30,2026-06-11T00:00:00+05:30,134.52655,139.0063,127.8567,1.9963702359346542,15.89417841686444
ARFIN,2026,6,,93.5,101.9,80.0,85.8,-8.235294117647062,55262937.0,21,2631568.4285714286,10,10,0,21.900000000000006,0.24238048307447446,4.82809523809524,4.712380952380954,2026-06-18T00:00:00+05:30,2026-06-11T00:00:00+05:30,88.4315,94.673,83.504,-15.089225208945109,9.645358030268811
MANINFRA,2026,6,,116.0,120.95,102.75,104.18,-10.189655172413788,49537699.0,21,2358938.0476190476,8,12,0,18.200000000000003,0.1656086834066339,4.727619047619048,4.716666666666667,2026-06-03T00:00:00+05:30,2026-06-29T00:00:00+05:30,112.851,118.038,106.754,-20.001984323841647,-1.9446373648179318
IKIO,2026,6,,151.21,166.5,147.1,151.85,0.4232524303948061,1426448.0,21,67926.09523809524,9,11,0,19.400000000000006,0.12382564716681212,6.00428571428572,5.77619047619048,2026-06-15T00:00:00+05:30,2026-06-01T00:00:00+05:30,153.211,162.038,149.62199999999999,19.51856148491879,28.895978344934264
VAML,2026,6,,522.0,537.0,425.0,448.46,-14.08812260536399,264334772.0,11,24030433.818181816,4,6,0,112.0,0.24253018831524203,28.857272727272722,25.855454545454542,2026-06-15T00:00:00+05:30,2026-06-29T00:00:00+05:30,471.48,478.76,447.4,-21.000450653447494,4.236142406489412
ABFRL,2026,6,,65.15,65.66,57.88,58.06,-10.88257866462011,78647466.0,21,3745117.4285714286,7,13,0,7.779999999999994,0.12887907233572607,1.8609523809523816,1.8114285714285718,2026-06-01T00:00:00+05:30,2026-06-30T00:00:00+05:30,61.186499999999995,62.2368,59.825,-12.143467122117848,1.144321093082826
BHARATCOAL,2026,6,,41.5,44.4,36.4,39.33,-5.228915662650606,1007433526.0,21,47973025.047619045,10,10,0,8.0,0.20108923334729784,2.133809523809524,2.0933333333333333,2026-06-18T00:00:00+05:30,2026-06-11T00:00:00+05:30,40.839999999999996,42.4,38.4,-19.194630872483216,2.2818791946308763
NESTLEIND,2026,6,,1424.5,1454.9,1368.1,1405.2,-1.3548613548613517,37895731.0,21,1804558.619047619,10,10,0,86.80000000000018,0.06208954410442284,32.233333333333384,32.138095238095275,2026-06-10T00:00:00+05:30,2026-06-02T00:00:00+05:30,1399.782,1414.972,1381.9879999999998,0.5672498633132828,6.499453253143804
HDFCGOLD,2026,6,,133.63,137.09,117.32,119.76,-10.37940582204594,92644629.0,21,4411649.0,8,12,0,19.77000000000001,0.15627693732284892,3.198571428571428,2.5809523809523798,2026-06-02T00:00:00+05:30,2026-06-30T00:00:00+05:30,132.04865,137.09,122.8556,-12.129887125797477,4.040569278586628
360ONE,2026,6,,1108.0,1165.1,1031.3,1074.6,-3.0144404332130046,21729575.0,21,1034741.6666666666,11,9,0,133.79999999999995,0.1220458247366706,32.58571428571432,31.590476190476206,2026-06-16T00:00:00+05:30,2026-06-11T00:00:00+05:30,1069.433,1119.608,1050.032,-5.8989274677331265,6.262497727685884
GODREJCP,2026,6,,1036.3,1056.8,975.4,1010.0,-2.5378751326835816,23268046.0,21,1108002.1904761905,9,11,0,81.39999999999998,0.08026746430131053,23.561904761904763,23.10476190476191,2026-06-15T00:00:00+05:30,2026-06-03T00:00:00+05:30,1019.7629999999999,1038.078,996.564,2.814051866838342,10.299797682545531
LLOYDSENT,2026,6,,72.1,80.24,63.67,73.82,2.385575589459083,93005649.0,21,4428840.428571428,10,10,0,16.569999999999993,0.23326138252802048,3.528095238095239,3.40047619047619,2026-06-22T00:00:00+05:30,2026-06-08T00:00:00+05:30,76.01464999999999,80.24,70.298,-7.5891659962456375,14.628586752480555
MMTC,2026,6,,65.4,78.35,62.87,68.05,4.051987767584085,386564244.0,21,18407821.14285714,10,10,0,15.479999999999997,0.22359479461853796,3.5690476190476192,3.4780952380952384,2026-06-17T00:00:00+05:30,2026-06-02T00:00:00+05:30,69.29419999999999,74.6348,64.41799999999999,-22.11658354114713,2.010598503740647
MOM30IETF,2026,6,,31.31,32.52,29.97,31.47,0.5110188438198663,30649342.0,21,1459492.4761904762,11,9,0,2.5500000000000043,0.08197348681994931,0.547142857142857,0.5047619047619045,2026-06-25T00:00:00+05:30,2026-06-08T00:00:00+05:30,31.665750000000003,32.52,30.5565,-5.756097560975619,2.536585365853662
FCL,2026,6,,40.35,47.18,36.66,38.8,-3.8413878562577555,391244639.0,21,18630697.095238097,10,10,0,10.520000000000003,0.2547773638869349,2.9576190476190485,2.813809523809525,2026-06-23T00:00:00+05:30,2026-06-08T00:00:00+05:30,43.0246,44.6552,39.815999999999995,-26.048624098316857,2.057173390328622
HDFCAMC,2026,6,,2687.5,2735.0,2380.8,2653.2,-1.2762790697674486,20056585.0,21,955075.4761904762,9,11,0,354.1999999999998,0.13695542900070146,74.33809523809524,69.51428571428568,2026-06-18T00:00:00+05:30,2026-06-12T00:00:00+05:30,2680.099,2731.458,2497.686,0.07672353951261954,13.017427203975002
ITCHOTELS,2026,6,,155.49,184.2,148.45,179.99,15.756640298411472,97454245.0,21,4640678.333333333,12,8,0,35.75,0.2214281711493029,5.1223809523809525,4.863809523809522,2026-06-23T00:00:00+05:30,2026-06-11T00:00:00+05:30,174.36874999999998,182.4125,157.03,-1.036695738028625,18.57276068235424
GREAVESCOT,2026,6,,181.69,222.9,175.4,219.98,21.07435742198249,50315958.0,21,2395998.0,13,7,0,47.5,0.24436730304240353,9.127142857142857,8.803809523809523,2026-06-30T00:00:00+05:30,2026-06-11T00:00:00+05:30,211.2625,222.9,191.07500000000002,6.040551363655518,26.06331408337899
SCI,2026,6,,292.95,330.0,283.6,305.3,4.215736473800997,143622366.0,21,6839160.285714285,10,10,0,46.39999999999998,0.1521489635788733,12.4595238095238,11.964285714285706,2026-06-24T00:00:00+05:30,2026-06-02T00:00:00+05:30,319.096,326.752,301.696,-18.85467314964885,-2.1429857734558064
PVTBANIETF,2026,6,,26.91,28.93,25.67,28.24,4.942400594574501,262507699.0,21,12500366.61904762,13,7,0,3.259999999999998,0.11852082684117578,0.5099999999999999,0.5047619047619046,2026-06-25T00:00:00+05:30,2026-06-09T00:00:00+05:30,28.1965,28.7018,27.8216,-3.0637691485571765,8.55005343783398
LUPIN,2026,6,,2285.4,2440.8,2219.8,2419.0,5.845803798022224,18042940.0,21,859187.619047619,12,8,0,221.0,0.09596238423413084,43.47619047619056,42.16666666666678,2026-06-30T00:00:00+05:30,2026-06-02T00:00:00+05:30,2269.525,2354.61,2230.8500000000004,2.4967043502576596,11.325050932768745
VISL,2026,6,,20.0,35.66,19.06,35.26,76.29999999999998,1028097399.0,11,93463399.9090909,10,0,0,16.599999999999998,0.610436933774613,1.7227272727272724,1.3027272727272723,2026-06-30T00:00:00+05:30,2026-06-15T00:00:00+05:30,22.131,29.019999999999996,19.06,-7.962458371177703,42.294883439297614
APOLLOTYRE,2026,6,,395.15,443.9,378.05,430.2,8.870049348348731,23866879.0,21,1136518.0476190476,11,9,0,65.84999999999997,0.16139234966299995,11.854761904761899,10.445238095238091,2026-06-17T00:00:00+05:30,2026-06-11T00:00:00+05:30,424.47425,443.9,405.707,-0.9666780393494825,14.011145229159553
FEDERALBNK,2026,6,,290.0,331.8,284.85,330.05,13.81034482758621,195267390.0,21,9298447.142857144,12,7,1,46.94999999999999,0.14951662433180418,6.969047619047617,6.819047619047619,2026-06-30T00:00:00+05:30,2026-06-02T00:00:00+05:30,323.58375,330.861,305.9775,-1.2356979405034358,13.089244851258574
BANKNIFTY1,2026,6,,56.39,61.82,54.9,59.89,6.20677425075368,21827081.0,21,1039384.8095238095,11,8,1,6.920000000000002,0.11872646018349826,1.2300000000000002,1.1971428571428575,2026-06-25T00:00:00+05:30,2026-06-03T00:00:00+05:30,56.249399999999994,59.8132,54.9692,-4.302345199932507,7.373038636747096
BDL,2026,6,,1212.2,1440.5,1155.2,1368.4,12.885662431941928,33249693.0,21,1583318.7142857143,11,9,0,285.29999999999995,0.2245151861497817,42.06190476190479,40.72380952380955,2026-06-23T00:00:00+05:30,2026-06-11T00:00:00+05:30,1210.8335000000002,1369.175,1166.612,-8.610419965317051,12.900550403377812
SILVER,2026,6,,260.14,263.84,212.18,222.02,-14.653648035673092,33240109.0,21,1582862.3333333333,8,12,0,51.65999999999997,0.21597290932147872,8.742380952380948,6.8357142857142845,2026-06-02T00:00:00+05:30,2026-06-25T00:00:00+05:30,229.4861,244.20919999999998,216.3128,-18.6864597390913,4.552406657669817
INDIANB,2026,6,,840.25,884.95,805.85,816.65,-2.80868789050878,57351721.0,21,2731034.3333333335,10,10,0,79.10000000000002,0.09371403425631307,22.780952380952378,21.95714285714285,2026-06-18T00:00:00+05:30,2026-06-02T00:00:00+05:30,841.8405,851.7280000000001,812.178,-11.574103259156537,-1.6012103637395254
NAZARA,2026,6,,281.0,310.45,264.4,303.1,7.864768683274029,40673881.0,21,1936851.4761904762,12,8,0,46.05000000000001,0.16018054577829313,9.490476190476185,9.204761904761902,2026-06-30T00:00:00+05:30,2026-06-08T00:00:00+05:30,301.00975,310.45,277.294,-2.188940092165891,12.969058591178417
POWERGRID,2026,6,,291.0,295.25,278.4,286.3,-1.6151202749140854,233297853.0,21,11109421.57142857,11,9,0,16.850000000000023,0.05872590428930628,5.7095238095238035,5.666666666666662,2026-06-24T00:00:00+05:30,2026-06-02T00:00:00+05:30,286.06674999999996,290.532,283.2865,-4.940465612226755,1.0485160831704443
KEI,2026,6,,5289.5,5708.0,5067.5,5427.5,2.6089422440684373,7145146.0,21,340245.04761904763,11,9,0,640.5,0.11904098132143853,189.45238095238096,182.78571428571428,2026-06-23T00:00:00+05:30,2026-06-02T00:00:00+05:30,5288.4725,5522.255,5163.575,-13.98901647528707,-1.1982026959560659
COMSYN,2026,6,,153.53,173.6,151.5,161.3,5.060900149807862,2176025.0,21,103620.23809523809,11,8,1,22.099999999999994,0.13642536729906574,7.00095238095238,7.00095238095238,2026-06-17T00:00:00+05:30,2026-06-09T00:00:00+05:30,163.7655,164.097,151.721,9.04804317074449,20.626604495206163
LLOYDSENGG,2026,6,,74.0,91.99,66.51,86.53,16.932432432432435,561349323.0,21,26730920.14285714,11,9,0,25.47999999999999,0.32623248667829124,4.620952380952382,4.4852380952380955,2026-06-22T00:00:00+05:30,2026-06-11T00:00:00+05:30,87.27619999999999,90.716,78.9952,-7.767104029990622,22.082942830365504
SMALLCAP,2026,6,,45.28,47.71,43.65,46.37,2.4072438162544088,38357238.0,21,1826535.142857143,12,8,0,4.060000000000002,0.08935608283726006,0.9409523809523802,0.9009523809523801,2026-06-25T00:00:00+05:30,2026-06-11T00:00:00+05:30,46.1875,47.71,44.9086,-1.7053933063312816,6.949477723299932
GROWW,2026,6,,186.0,208.49,184.0,202.07,8.639784946236556,832029223.0,21,39620439.190476194,11,9,0,24.49000000000001,0.12475862872002874,6.6947619047619025,6.68380952380952,2026-06-16T00:00:00+05:30,2026-06-01T00:00:00+05:30,200.77564999999998,203.3471,190.6123,-5.064503124370093,7.276758718000402
FIVESTAR,2026,6,,445.9,527.85,415.35,505.1,13.27651939896839,39951935.0,21,1902473.0952380951,9,11,0,112.5,0.24172012646183122,19.671428571428567,18.661904761904758,2026-06-19T00:00:00+05:30,2026-06-11T00:00:00+05:30,485.6625,516.6,450.225,3.974895397489544,24.44060396579953
ENGINERSIN,2026,6,,232.49,265.0,220.0,240.61,3.4926233386382224,82230380.0,21,3915732.380952381,11,8,1,45.0,0.18714390673302192,9.664285714285715,9.517619047619048,2026-06-23T00:00:00+05:30,2026-06-11T00:00:00+05:30,236.425,256.9,230.8,-11.677693960976026,7.286442749378394
GENUSPOWER,2026,6,,315.0,358.95,282.1,299.4,-4.95238095238096,84673982.0,21,4032094.380952381,11,9,0,76.84999999999997,0.2410530246452576,14.214285714285708,13.285714285714283,2026-06-24T00:00:00+05:30,2026-06-30T00:00:00+05:30,302.46525,314.377,282.1,-16.902784562774784,8.12571242468653
IIFL,2026,6,,470.2,546.15,459.7,507.8,7.99659719268397,55452405.0,21,2640590.714285714,11,9,0,86.44999999999999,0.16893642957841498,20.73095238095238,19.700000000000006,2026-06-23T00:00:00+05:30,2026-06-02T00:00:00+05:30,530.15675,535.776,495.1445,-0.266201578850731,15.604920139526355
SETL,2026,6,,133.51,256.77,132.3,256.77,92.32267245899183,32368420.0,21,1541353.3333333333,14,6,0,124.46999999999997,0.7055170180031849,12.53238095238095,11.464761904761904,2026-06-30T00:00:00+05:30,2026-06-01T00:00:00+05:30,211.33845,236.85479999999998,170.88569999999999,7.2697724810400866,52.2210184182015
MAXHEALTH,2026,6,,970.0,1159.0,919.8,1129.25,16.417525773195877,57915048.0,21,2757859.4285714286,15,5,0,239.20000000000005,0.2308402840008272,28.933333333333334,28.91666666666667,2026-06-29T00:00:00+05:30,2026-06-02T00:00:00+05:30,1007.108,1084.848,919.8,-5.2392626895487195,16.48052301825116
ROTO,2026,6,,56.95,78.87,55.2,72.11,26.61984196663739,221302591.0,21,10538218.61904762,13,7,0,23.67,0.36841832196857405,3.8090476190476203,3.633809523809524,2026-06-24T00:00:00+05:30,2026-06-02T00:00:00+05:30,72.36075,78.87,70.1121,-13.80952380952382,20.34632034632034
FIRSTCRY,2026,6,,226.5,235.02,211.02,223.29,-1.417218543046361,58014049.0,21,2762573.761904762,9,11,0,24.0,0.10918331315030688,7.663333333333335,7.498095238095239,2026-06-05T00:00:00+05:30,2026-06-08T00:00:00+05:30,220.98000000000002,226.86,215.58,-15.523004325599693,-3.7259142744789684
JWL,2026,6,,279.0,286.5,260.35,267.8,-4.01433691756272,30702544.0,21,1462025.9047619049,8,12,0,26.149999999999977,0.09512961984530492,8.802380952380949,8.564285714285704,2026-06-04T00:00:00+05:30,2026-06-25T00:00:00+05:30,278.00125,285.7155,272.64050000000003,-14.029850746268657,-3.6218905472636904
LEMONTREE,2026,6,,114.33,121.45,103.5,116.65,2.029213679699123,93309052.0,21,4443288.19047619,11,9,0,17.950000000000003,0.16032238856754003,3.2314285714285713,2.963809523809524,2026-06-23T00:00:00+05:30,2026-06-11T00:00:00+05:30,111.66725,118.0395,106.372,-3.4145095367847453,11.869891008174385
TATAELXSI,2026,6,,4306.9,4542.8,3813.8,3829.7,-11.079895052125655,6213121.0,21,295862.90476190473,9,11,0,729.0,0.17601832273820076,114.87619047619043,107.35238095238087,2026-06-02T00:00:00+05:30,2026-06-30T00:00:00+05:30,4072.5950000000003,4302.2300000000005,3813.8,-25.443198762909375,-5.312862428894905
HEROMOTOCO,2026,6,,4915.5,5073.4,4671.5,4794.3,-2.465669819957274,15201660.0,21,723888.5714285715,9,11,0,401.89999999999964,0.08196711758827344,109.68095238095235,105.44761904761903,2026-06-15T00:00:00+05:30,2026-06-30T00:00:00+05:30,4866.4215,4976.9439999999995,4784.032,-3.5704807594161405,4.634071654588139
TECHM,2026,6,,1495.2,1589.0,1344.0,1404.7,-6.052701979668272,56239931.0,21,2678091.9523809524,7,13,0,245.0,0.16759940322233877,47.40000000000003,43.67142857142858,2026-06-02T00:00:00+05:30,2026-06-19T00:00:00+05:30,1453.025,1513.05,1407.7,-11.407137348383934,5.770174577578347
CENTRUM,2026,6,,22.57,25.49,21.31,21.75,-3.6331413380593722,12308224.0,21,586105.9047619047,8,12,0,4.18,0.18940554536627466,0.8809523809523812,0.870952380952381,2026-06-22T00:00:00+05:30,2026-06-08T00:00:00+05:30,22.0415,23.232799999999997,21.7698,-4.6387520525451515,12.520525451559939
SILVERBEES,2026,6,,246.65,252.99,202.58,212.82,-13.715791607541055,660746416.0,21,31464115.04761905,8,12,0,50.41,0.22002211423749524,7.587619047619049,5.345238095238094,2026-06-02T00:00:00+05:30,2026-06-25T00:00:00+05:30,219.97145,233.8342,206.1087,-18.802535806527366,4.869687720122083
