symbol,year,month,quarter,open,high,low,close,percent_change,volume,trading_days,avg_daily_volume,up_days,down_days,unchanged_days,range,volatility,avg_true_range,avg_daily_range,highest_day,lowest_day,vpoc,vah,val,high_to_ltp_pct,low_to_ltp_pct
HITECH,2026,6,,87.09,97.17,82.3,87.99,1.033413709955209,17763980.0,21,845903.8095238095,13,7,0,14.870000000000005,0.16645433659735295,3.4252380952380954,3.3600000000000003,2026-06-23T00:00:00+05:30,2026-06-02T00:00:00+05:30,86.68665,93.3038,85.1253,-15.2258982568481,2.4072097711372002
KALYANKJIL,2026,6,,360.0,391.5,327.05,386.7,7.416666666666663,164954512.0,21,7854976.761904762,12,8,0,64.44999999999999,0.17597155227334776,14.42380952380952,13.788095238095236,2026-06-30T00:00:00+05:30,2026-06-11T00:00:00+05:30,380.22125,386.344,352.83,11.62528216704289,26.173814898419863
PETRONET,2026,6,,272.0,294.1,261.15,280.8,3.2352941176470633,72339971.0,21,3444760.523809524,9,11,0,32.950000000000045,0.11850183673993663,6.221428571428563,5.892857142857134,2026-06-17T00:00:00+05:30,2026-06-11T00:00:00+05:30,269.55224999999996,286.192,261.15,-6.115821757171224,5.773047086415299
MEESHO,2026,6,,184.25,195.48,160.52,192.4,4.42333785617368,793077047.0,21,37765573.666666664,9,11,0,34.95999999999998,0.20031432126252363,8.524761904761904,8.52,2026-06-30T00:00:00+05:30,2026-06-05T00:00:00+05:30,165.93880000000001,179.0488,164.3656,-2.5119303581729464,15.821490377051752
MPHASIS,2026,6,,2286.0,2430.5,2150.0,2161.6,-5.441819772528438,11756706.0,21,559843.1428571428,11,9,0,280.5,0.12232882686436983,73.41428571428571,67.45238095238095,2026-06-02T00:00:00+05:30,2026-06-19T00:00:00+05:30,2322.5074999999997,2357.57,2245.37,-7.48242161588466,4.921947552292936
GOLDIETF,2026,6,,133.12,137.46,117.64,120.1,-9.780649038461545,129709010.0,21,6176619.523809524,7,13,0,19.820000000000007,0.15636904627730322,4.096190476190476,3.4700000000000015,2026-06-16T00:00:00+05:30,2026-06-30T00:00:00+05:30,119.7211,128.9374,117.64,-11.938110749185677,4.201954397394134
SEIL,2026,6,,190.99,224.8,175.1,216.82,13.524268286297703,11065190.0,21,526913.8095238095,9,11,0,49.70000000000002,0.2484349337078385,10.39809523809524,10.088571428571427,2026-06-25T00:00:00+05:30,2026-06-08T00:00:00+05:30,206.16250000000002,221.818,191.998,-1.8346545866364719,20.679501698754247
INDUSINDBK,2026,6,,917.75,953.5,881.0,924.2,0.7028057749931949,46010669.0,21,2190984.238095238,12,8,0,72.5,0.0791980836404589,24.17142857142856,23.459523809523798,2026-06-15T00:00:00+05:30,2026-06-08T00:00:00+05:30,932.1125,939.0,897.675,6.0729941387972195,13.21479584297887
ITETF,2026,6,,30.45,33.04,27.75,28.05,-7.881773399014774,16762638.0,21,798220.8571428572,6,14,0,5.289999999999999,0.1768245125348189,1.0695238095238095,1.0257142857142856,2026-06-02T00:00:00+05:30,2026-06-30T00:00:00+05:30,29.15185,31.029799999999998,28.2261,-13.617606602475933,4.573590096286102
PRESTIGE,2026,6,,1377.9,1580.6,1311.0,1564.6,13.549604470571145,15608219.0,21,743248.5238095238,14,6,0,269.5999999999999,0.18669375049463152,50.43809523809525,47.71428571428572,2026-06-23T00:00:00+05:30,2026-06-11T00:00:00+05:30,1501.068,1580.6,1394.576,5.573809666049357,21.679909194097622
ICICIBANK,2026,6,,1257.1,1404.0,1213.7,1375.2,9.394638453583656,326444067.0,21,15544955.57142857,15,5,0,190.29999999999995,0.14479085523812973,26.519047619047612,25.328571428571422,2026-06-25T00:00:00+05:30,2026-06-03T00:00:00+05:30,1332.6374999999998,1364.037,1242.2450000000001,-1.6875497935829618,12.095313971174042
