S0,gamma_flip,expected_move,upper_level,lower_level,time_horizon_seconds,prob_hit_upper,prob_hit_lower,prob_hit_upper_horizon,prob_hit_lower_horizon,confidence_probability,confidence_lower,confidence_upper
1011.5,1060.0,53.08143187374923,1064.5814318737491,958.4185681262508,25.0,0.03,0.074,0.02,0.066,0.03,0.01504737079975565,0.04495262920024435
