symbol,year,month,quarter,open,high,low,close,percent_change,volume,trading_days,avg_daily_volume,up_days,down_days,unchanged_days,range,volatility,avg_true_range,avg_daily_range,highest_day,lowest_day
HDFCGOLD,2026,6,,133.63,137.09,117.32,119.76,-10.3794058220459,92644629,21,4411649,8,12,0,19.77,0.156276937322849,3.19857142857143,2.58095238095238,2026-06-02T00:00:00+05:30,2026-06-30T00:00:00+05:30
DCAL,2026,6,,195.65,202,167.25,175.37,-10.3654485049834,7488205,21,356581.190476191,8,12,0,34.75,0.192755713334813,7.59857142857143,7.38190476190476,2026-06-01T00:00:00+05:30,2026-06-17T00:00:00+05:30
MANINFRA,2026,6,,116,120.95,102.75,104.18,-10.1896551724138,49537699,21,2358938.04761905,8,12,0,18.2,0.165608683406634,4.72761904761905,4.71666666666667,2026-06-03T00:00:00+05:30,2026-06-29T00:00:00+05:30
PATANJALI,2026,6,,457.45,460.6,406.35,411.05,-10.1431850475462,68379708,21,3256176.57142857,6,14,0,54.25,0.128066053643292,10.7761904761905,10.6214285714286,2026-06-01T00:00:00+05:30,2026-06-30T00:00:00+05:30
MUTHOOTFIN,2026,6,,3330,3334,2822.6,2997.3,-9.99099099099099,19846873,21,945089.190476191,8,12,0,511.4,0.164785237854849,101.685714285714,87.1809523809524,2026-06-01T00:00:00+05:30,2026-06-11T00:00:00+05:30
HCLTECH,2026,6,,1190.1,1257,1068.6,1071.8,-9.9403411478027,83702698,21,3985842.76190476,6,14,0,188.4,0.165142439737034,32.9809523809524,28.5238095238095,2026-06-02T00:00:00+05:30,2026-06-30T00:00:00+05:30
ASIANTILES,2026,6,,60,62.95,52.07,54.1,-9.83333333333333,59846328,21,2849825.14285714,8,12,0,10.88,0.186477751297705,2.2652380952381,2.22619047619048,2026-06-15T00:00:00+05:30,2026-06-30T00:00:00+05:30
GOLDIETF,2026,6,,133.12,137.46,117.64,120.1,-9.78064903846155,129709010,21,6176619.52380952,7,13,0,19.82,0.156369046277303,4.09619047619048,3.47,2026-06-16T00:00:00+05:30,2026-06-30T00:00:00+05:30
HAPPSTMNDS,2026,6,,378,394.4,335.1,341.05,-9.77513227513227,17746358,21,845064.666666667,7,13,0,59.3,0.167743152138041,9.84523809523809,9.33571428571428,2026-06-02T00:00:00+05:30,2026-06-29T00:00:00+05:30
POWERINDIA,2026,6,,38700,38785,33010,34920,-9.76744186046512,3712345,21,176778.333333333,11,9,0,5775,0.163939412373015,1394.7619047619,1319.28571428571,2026-06-01T00:00:00+05:30,2026-06-11T00:00:00+05:30
GOLD1,2026,6,,129.69,130.8,114.27,117.06,-9.73860744853111,57576050,21,2741716.66666667,8,12,0,16.53,0.133926194563938,3.13,2.61904761904762,2026-06-04T00:00:00+05:30,2026-06-25T00:00:00+05:30
GOLDETF,2026,6,,151.05,151.26,134.65,136.34,-9.73849718636214,33380073,21,1589527.28571429,8,12,0,16.61,0.115501529821587,3.25238095238095,2.49333333333333,2026-06-04T00:00:00+05:30,2026-06-30T00:00:00+05:30
IT,2026,6,,32.31,34.62,29.1,29.19,-9.65645311049211,25029259,21,1191869.47619048,6,14,0,5.52,0.176065857622382,0.992380952380952,0.933809523809524,2026-06-02T00:00:00+05:30,2026-06-30T00:00:00+05:30
GOLDBEES,2026,6,,128.32,130.83,113.33,115.97,-9.62437655860349,597263425,21,28441115.4761905,8,12,0,17.5,0.142949942236554,2.8552380952381,2.16571428571429,2026-06-04T00:00:00+05:30,2026-06-11T00:00:00+05:30
SETFGOLD,2026,6,,132.3,136.08,116.32,119.58,-9.61451247165534,121707879,21,5795613.28571429,7,13,0,19.76,0.156475308455761,3.44142857142857,2.85333333333333,2026-06-03T00:00:00+05:30,2026-06-11T00:00:00+05:30
MSPL,2026,6,,44.85,46.12,39.5,40.66,-9.34225195094761,89971190,21,4284342.38095238,9,11,0,6.62,0.159065424838097,1.85666666666667,1.80476190476191,2026-06-22T00:00:00+05:30,2026-06-11T00:00:00+05:30
VIDYAWIRES,2026,6,,109.84,115.78,84.84,99.62,-9.30444282592862,68749103,21,3273766.80952381,9,11,0,30.94,0.310875920441333,5.50190476190476,4.88904761904762,2026-06-02T00:00:00+05:30,2026-06-11T00:00:00+05:30
DELTACORP,2026,6,,69.91,71.4,62.86,63.7,-8.88284937777141,89384398,21,4256399.90476191,10,9,1,8.54000000000001,0.130756219195661,2.40809523809524,2.36619047619048,2026-06-03T00:00:00+05:30,2026-06-29T00:00:00+05:30
TATACONSUM,2026,6,,1178.4,1182.5,1065.1,1075.6,-8.72369314324509,36159222,21,1721867.71428571,8,12,0,117.4,0.105061748387042,27.4380952380952,25.9952380952381,2026-06-01T00:00:00+05:30,2026-06-30T00:00:00+05:30
ADANIPOWER,2026,6,,245,245.69,214.8,223.77,-8.66530612244898,655696118,21,31223624.6666667,8,12,0,30.89,0.135839929639402,7.31142857142857,7.23238095238095,2026-06-01T00:00:00+05:30,2026-06-11T00:00:00+05:30
TATAPOWER,2026,6,,421.7,423.75,384,385.5,-8.58430163623429,108635079,21,5173099,4,16,0,39.75,0.099151319345049,7.44285714285714,7.23571428571428,2026-06-01T00:00:00+05:30,2026-06-30T00:00:00+05:30
PIIND,2026,6,,2789.8,2921.9,2541,2555.1,-8.41278944727221,8074361,21,384493.380952381,7,13,0,380.9,0.138101601508277,76.2476190476191,75.0666666666667,2026-06-15T00:00:00+05:30,2026-06-30T00:00:00+05:30
ARFIN,2026,6,,93.5,101.9,80,85.8,-8.23529411764706,55262937,21,2631568.42857143,10,10,0,21.9,0.242380483074474,4.82809523809524,4.71238095238095,2026-06-18T00:00:00+05:30,2026-06-11T00:00:00+05:30
NLCINDIA,2026,6,,350.6,352.85,305.1,322,-8.15744438106104,168197479,21,8009403.76190476,7,13,0,47.75,0.146514125408201,11.6142857142857,11.3380952380952,2026-06-03T00:00:00+05:30,2026-06-11T00:00:00+05:30
WEBELSOLAR,2026,6,,110,115.43,98.51,101.29,-7.91818181818181,51244331,21,2440206.23809524,10,10,0,16.92,0.161344079918265,4.05571428571429,3.83666666666667,2026-06-05T00:00:00+05:30,2026-06-29T00:00:00+05:30
HINDCOPPER,2026,6,,544,551.65,485.15,501.1,-7.8860294117647,77883606,21,3708743.14285714,9,11,0,66.5,0.129175781737791,14.5857142857143,13.3952380952381,2026-06-02T00:00:00+05:30,2026-06-24T00:00:00+05:30
ITETF,2026,6,,30.45,33.04,27.75,28.05,-7.88177339901477,16762638,21,798220.857142857,6,14,0,5.29,0.176824512534819,1.06952380952381,1.02571428571429,2026-06-02T00:00:00+05:30,2026-06-30T00:00:00+05:30
NTPC,2026,6,,386.9,389,346.95,356.65,-7.81855776686482,326451282,21,15545299.1428571,9,10,1,42.05,0.116854244824232,8.08809523809524,7.98571428571429,2026-06-01T00:00:00+05:30,2026-06-15T00:00:00+05:30
IRFC,2026,6,,98.2,101.2,90.19,90.53,-7.81059063136456,340084306,21,16194490.7619048,9,11,0,11.01,0.114703431032088,2.32857142857143,1.97380952380953,2026-06-22T00:00:00+05:30,2026-06-30T00:00:00+05:30
NTPCGREEN,2026,6,,103.48,104.18,94.17,95.5,-7.71163509856978,68740725,21,3273367.85714286,9,11,0,10.01,0.102210898411479,2.17428571428571,2.11857142857143,2026-06-01T00:00:00+05:30,2026-06-29T00:00:00+05:30
MOSCHIP,2026,6,,223.7,229.6,198.61,206.49,-7.69333929369691,47707606,21,2271790.76190476,8,12,0,30.99,0.146449644221811,9.22714285714286,8.56190476190476,2026-06-05T00:00:00+05:30,2026-06-11T00:00:00+05:30
SWIGGY,2026,6,,259.1,270,235.75,239.35,-7.62253956001545,235026343,21,11191730.6190476,8,12,0,34.25,0.13732827998358,8.98571428571429,8.60952380952381,2026-06-17T00:00:00+05:30,2026-06-30T00:00:00+05:30
BSE,2026,6,,4180,4219.9,3784.8,3865.6,-7.52153110047847,79830310,21,3801443.33333333,11,9,0,435.099999999999,0.109516846256188,141.157142857143,137.295238095238,2026-06-17T00:00:00+05:30,2026-06-08T00:00:00+05:30
BAJAJ-AUTO,2026,6,,10500,10619,9501,9716,-7.46666666666667,8261635,21,393411.190476191,6,14,0,1118,0.110966168505232,209.714285714286,200.52380952381,2026-06-01T00:00:00+05:30,2026-06-30T00:00:00+05:30
ATGL,2026,6,,784,803.4,690.4,731.55,-6.69005102040817,118601316,21,5647681.71428572,11,9,0,113,0.155147219870351,31.4738095238095,31.1238095238095,2026-06-01T00:00:00+05:30,2026-06-18T00:00:00+05:30
SIEMENS,2026,6,,3850,3856.7,3501,3599.9,-6.49610389610389,8051240,21,383392.380952381,11,9,0,355.7,0.0973347197898423,95.404761904762,92.7761904761905,2026-06-01T00:00:00+05:30,2026-06-11T00:00:00+05:30
CMRGREEN,2026,6,,268,268.96,231.3,250.7,-6.45522388059702,107145869,14,7653276.35714286,7,6,0,37.66,0.152147565015641,15.7821428571429,15.7371428571429,2026-06-10T00:00:00+05:30,2026-06-16T00:00:00+05:30
WAAREEENER,2026,6,,3149.3,3163,2836,2947,-6.42364969993333,18931484,21,901499.238095238,8,12,0,327,0.107525534770034,76.1619047619048,74.6285714285714,2026-06-01T00:00:00+05:30,2026-06-29T00:00:00+05:30
SINDHUTRAD,2026,6,,26.52,27.08,24.12,24.82,-6.41025641025641,43072097,21,2051052.23809524,9,11,0,2.96,0.117185732599351,1.04,1.01619047619048,2026-06-16T00:00:00+05:30,2026-06-11T00:00:00+05:30
RHIM,2026,6,,392.35,404.95,333.8,367.75,-6.26991206830637,19820372,21,943827.238095238,8,12,0,71.15,0.189264677940338,17.4261904761905,16.4285714285714,2026-06-04T00:00:00+05:30,2026-06-02T00:00:00+05:30
TDPOWERSYS,2026,6,,1318.7,1374,1115,1238.3,-6.09691362705696,24602461,21,1171545.76190476,12,8,0,259,0.208172263600664,68.2857142857143,67.2,2026-06-23T00:00:00+05:30,2026-06-11T00:00:00+05:30
TECHM,2026,6,,1495.2,1589,1344,1404.7,-6.05270197966827,56239931,21,2678091.95238095,7,13,0,245,0.167599403222339,47.4,43.6714285714286,2026-06-02T00:00:00+05:30,2026-06-19T00:00:00+05:30
ELGIRUBCO,2026,6,,47.5,52.8,43,44.63,-6.04210526315789,1125631,21,53601.4761904762,10,10,0,9.8,0.204590867970295,3.22095238095238,3.15190476190476,2026-06-17T00:00:00+05:30,2026-06-04T00:00:00+05:30
AMBUJACEM,2026,6,,448.6,452,404.8,421.85,-5.96299598751672,71696640,21,3414125.71428571,9,11,0,47.2,0.111493554700682,10.8666666666667,10.5404761904762,2026-06-01T00:00:00+05:30,2026-06-11T00:00:00+05:30
SUVEN,2026,6,,297.95,297.95,230.6,280.65,-5.80634334619903,39026410,21,1858400.47619048,10,9,1,67.35,0.254352048340107,17.2047619047619,17.0928571428571,2026-06-01T00:00:00+05:30,2026-06-08T00:00:00+05:30
ENRIN,2026,6,,3900,3932,3373.7,3683.3,-5.55641025641025,10104131,21,481149.095238095,9,11,0,558.3,0.152726775351227,149.019047619048,145.933333333333,2026-06-01T00:00:00+05:30,2026-06-11T00:00:00+05:30
TATACHEM,2026,6,,758,775,708,715.95,-5.54749340369393,21400461,21,1019069.57142857,8,12,0,67,0.0918212520189907,22.45,22.4166666666667,2026-06-25T00:00:00+05:30,2026-06-08T00:00:00+05:30
MPHASIS,2026,6,,2286,2430.5,2150,2161.6,-5.44181977252844,11756706,21,559843.142857143,11,9,0,280.5,0.12232882686437,73.4142857142857,67.452380952381,2026-06-02T00:00:00+05:30,2026-06-19T00:00:00+05:30
MFSL,2026,6,,1674,1713.6,1541,1584,-5.37634408602151,16443772,21,783036.761904762,10,10,0,172.6,0.106779556160461,47.1095238095238,45.3,2026-06-23T00:00:00+05:30,2026-06-03T00:00:00+05:30
AWL,2026,6,,194,198.95,179.5,183.61,-5.35567010309278,69570741,21,3312892.42857143,7,12,1,19.45,0.10344434595416,5.25428571428571,5.03952380952381,2026-06-16T00:00:00+05:30,2026-06-29T00:00:00+05:30
CUMMINSIND,2026,6,,5979.5,5979.5,5505.5,5659.5,-5.35161802826323,10356801,21,493181,10,10,0,474,0.0832218580696943,158.5,151.761904761905,2026-06-01T00:00:00+05:30,2026-06-29T00:00:00+05:30
BHARATCOAL,2026,6,,41.5,44.4,36.4,39.33,-5.22891566265061,1007433526,21,47973025.047619,10,10,0,8,0.201089233347298,2.13380952380952,2.09333333333333,2026-06-18T00:00:00+05:30,2026-06-11T00:00:00+05:30
SBICARD,2026,6,,624.8,638.8,565.45,593.2,-5.05761843790011,26972072,21,1284384.38095238,9,11,0,73.3499999999999,0.121789423331607,16.6166666666667,15.3690476190476,2026-06-25T00:00:00+05:30,2026-06-11T00:00:00+05:30
GENUSPOWER,2026,6,,315,358.95,282.1,299.4,-4.95238095238096,84673982,21,4032094.38095238,11,9,0,76.85,0.241053024645258,14.2142857142857,13.2857142857143,2026-06-24T00:00:00+05:30,2026-06-30T00:00:00+05:30
RVNL,2026,6,,248.1,251.38,221.55,235.83,-4.94558645707375,182234505,21,8677833.57142857,8,12,0,29.83,0.125357704607035,6.88047619047619,6.07142857142857,2026-06-18T00:00:00+05:30,2026-06-11T00:00:00+05:30
SHK,2026,6,,134.99,145.84,120.61,128.33,-4.93369879250315,8971539,21,427216.142857143,7,13,0,25.23,0.192255774966798,5.13904761904762,4.99047619047619,2026-06-17T00:00:00+05:30,2026-06-11T00:00:00+05:30
RTNINDIA,2026,6,,35,41.34,32.59,33.36,-4.68571428571429,77958538,21,3712311.33333333,10,10,0,8.75,0.246733715574772,1.65619047619048,1.5947619047619,2026-06-04T00:00:00+05:30,2026-06-29T00:00:00+05:30
CANBK,2026,6,,131.45,138.26,124.61,125.52,-4.51122099657664,726417386,21,34591304.0952381,10,10,0,13.65,0.103538327060472,3.60190476190476,3.59142857142857,2026-06-10T00:00:00+05:30,2026-06-30T00:00:00+05:30
SAGILITY,2026,6,,41.25,41.89,38.52,39.4,-4.48484848484849,316268609,21,15060409.952381,8,12,0,3.37,0.0843152439387621,1.08428571428571,1.01714285714286,2026-06-02T00:00:00+05:30,2026-06-19T00:00:00+05:30
NMDC,2026,6,,89.1,97.49,83.92,85.16,-4.42199775533109,735201317,21,35009586.5238095,8,12,0,13.57,0.15198318942299,2.61523809523809,2.51714285714286,2026-06-03T00:00:00+05:30,2026-06-30T00:00:00+05:30
MCX,2026,6,,2967,2987.5,2707,2837.2,-4.3747893495113,69265159,21,3298340.90476191,9,11,0,280.5,0.0986680111624417,96.6047619047619,95.4904761904762,2026-06-01T00:00:00+05:30,2026-06-08T00:00:00+05:30
POLICYBZR,2026,6,,1702.5,1711.3,1478.3,1628.6,-4.34067547723936,37579853,21,1789516.80952381,10,10,0,233,0.146555803825487,53.3095238095238,52.5095238095238,2026-06-22T00:00:00+05:30,2026-06-09T00:00:00+05:30
DHANBANK,2026,6,,33,35.17,31.02,31.57,-4.33333333333333,30660821,21,1460039.0952381,9,11,0,4.15,0.125801143253075,1.46047619047619,1.44190476190476,2026-06-03T00:00:00+05:30,2026-06-11T00:00:00+05:30
IRCON,2026,6,,136.98,142.9,130,131.07,-4.31449846692948,38715366,21,1843588.85714286,9,11,0,12.9,0.095121051984761,3.83380952380952,3.45999999999999,2026-06-18T00:00:00+05:30,2026-06-11T00:00:00+05:30
DABUR,2026,6,,441,442,414.6,422.2,-4.26303854875284,39934108,21,1901624.19047619,9,11,0,27.4,0.0644850386641264,8.55952380952381,8.30714285714286,2026-06-01T00:00:00+05:30,2026-06-04T00:00:00+05:30
JSWSTEEL,2026,6,,1279.5,1320.2,1221.5,1226.4,-4.15005861664712,30481523,21,1451501.0952381,9,11,0,98.7000000000001,0.0774392408137341,26.0285714285715,25.1809523809524,2026-06-15T00:00:00+05:30,2026-06-30T00:00:00+05:30
VBL,2026,6,,529,555.8,502.35,507.55,-4.05482041587902,113562386,21,5407732.66666667,9,11,0,53.4499999999999,0.102057145454959,13.5166666666667,13.1738095238095,2026-06-17T00:00:00+05:30,2026-06-29T00:00:00+05:30
RAIN,2026,6,,189.5,214.17,179.65,181.82,-4.05277044854882,126027766,21,6001322.19047619,10,10,0,34.52,0.178140596701701,10.3709523809524,10.1628571428571,2026-06-15T00:00:00+05:30,2026-06-24T00:00:00+05:30
JWL,2026,6,,279,286.5,260.35,267.8,-4.01433691756272,30702544,21,1462025.9047619,8,12,0,26.15,0.0951296198453049,8.80238095238095,8.5642857142857,2026-06-04T00:00:00+05:30,2026-06-25T00:00:00+05:30
SBILIFE,2026,6,,1839,1846.4,1700.4,1765.7,-3.98586188145731,23907248,21,1138440.38095238,9,11,0,146,0.0824475022386675,37.9857142857143,37.5190476190476,2026-06-01T00:00:00+05:30,2026-06-12T00:00:00+05:30
FCL,2026,6,,40.35,47.18,36.66,38.8,-3.84138785625776,391244639,21,18630697.0952381,10,10,0,10.52,0.254777363886935,2.95761904761905,2.81380952380953,2026-06-23T00:00:00+05:30,2026-06-08T00:00:00+05:30
COALINDIA,2026,6,,456.55,484.45,432,439.05,-3.83309604643522,240858138,21,11469435.1428571,7,13,0,52.45,0.115311533247138,10.7095238095238,10.602380952381,2026-06-04T00:00:00+05:30,2026-06-25T00:00:00+05:30
RENUKA,2026,6,,23.01,24.89,21.05,22.13,-3.82442416340723,180528302,21,8596585.80952381,8,12,0,3.84,0.170277461041429,0.780000000000001,0.74952380952381,2026-06-15T00:00:00+05:30,2026-06-03T00:00:00+05:30
VMM,2026,6,,122.6,122.98,113.55,117.95,-3.79282218597063,240065355,21,11431683.5714286,12,8,0,9.43000000000001,0.0796580852775544,3.36666666666667,3.33285714285714,2026-06-01T00:00:00+05:30,2026-06-29T00:00:00+05:30
ATALREAL,2026,6,,29.3,32,22.93,28.19,-3.78839590443686,180096773,21,8576036.80952381,10,10,0,9.07,0.306458360149311,1.88809523809524,1.81238095238095,2026-06-17T00:00:00+05:30,2026-06-09T00:00:00+05:30
ICICIPRULI,2026,6,,506.95,523.9,459.5,487.95,-3.74790413255745,36556756,21,1740797.9047619,8,12,0,64.4,0.132262765156331,13.1761904761905,12.5095238095238,2026-06-18T00:00:00+05:30,2026-06-11T00:00:00+05:30
GLENMARK,2026,6,,2288.8,2300,2101,2204.3,-3.69189094722125,15006375,21,714589.285714286,11,9,0,199,0.0915040694020814,61.7476190476191,61.5714285714286,2026-06-01T00:00:00+05:30,2026-06-17T00:00:00+05:30
VEDPOWER,2026,6,,41.8,45.23,39,40.28,-3.63636363636363,627510300,11,57046390.9090909,4,6,0,6.23,0.149218307712407,2.78,2.69363636363636,2026-06-23T00:00:00+05:30,2026-06-16T00:00:00+05:30
CENTRUM,2026,6,,22.57,25.49,21.31,21.75,-3.63314133805937,12308224,21,586105.904761905,8,12,0,4.18,0.189405545366275,0.880952380952381,0.870952380952381,2026-06-22T00:00:00+05:30,2026-06-08T00:00:00+05:30
TIINDIA,2026,6,,3140.9,3335.2,2962,3029.3,-3.5531217167054,6664622,21,317362.952380952,11,9,0,373.2,0.118839806149124,103.733333333333,100.985714285714,2026-06-24T00:00:00+05:30,2026-06-11T00:00:00+05:30
ASIANPAINT,2026,6,,2732.6,2832.7,2607.9,2635.7,-3.54607333674889,31407028,21,1495572.76190476,10,10,0,224.8,0.0835860852752295,56.8285714285715,54.6190476190476,2026-06-15T00:00:00+05:30,2026-06-02T00:00:00+05:30
JKTYRE,2026,6,,408,417.55,351,394.05,-3.41911764705882,26898822,21,1280896.28571429,9,11,0,66.55,0.171871829401022,13.8309523809524,12.8952380952381,2026-06-22T00:00:00+05:30,2026-06-11T00:00:00+05:30
E2E,2026,6,,410,469.4,361.2,396.3,-3.34146341463414,38034281,21,1811156.23809524,10,10,0,108.2,0.264240949788172,24.7071428571429,21.3657142857143,2026-06-23T00:00:00+05:30,2026-06-12T00:00:00+05:30
HDFCLIFE,2026,6,,594.75,605,543,575.85,-3.17780580075662,60199824,21,2866658.28571429,8,12,0,62,0.107455443542563,12.9738095238095,12.5142857142857,2026-06-23T00:00:00+05:30,2026-06-11T00:00:00+05:30
SJVN,2026,6,,75.55,75.69,70.05,73.15,-3.17670416942421,60664226,21,2888772.66666667,10,10,0,5.64,0.0774006352027813,1.75095238095238,1.60571428571429,2026-06-01T00:00:00+05:30,2026-06-11T00:00:00+05:30
TATATECH,2026,6,,706.05,784,682,684.1,-3.10884498264994,30885996,21,1470761.71428571,10,10,0,102,0.136456588075656,26.0214285714286,24.6809523809524,2026-06-09T00:00:00+05:30,2026-06-30T00:00:00+05:30
ABB,2026,6,,7253,7327,6653,7031,-3.0608024265821,6738449,21,320878.523809524,12,8,0,674,0.0956396586325029,185.166666666667,178.690476190476,2026-06-04T00:00:00+05:30,2026-06-11T00:00:00+05:30
GVT&D,2026,6,,5100,5650,4581,4944,-3.05882352941177,22193528,21,1056834.66666667,9,11,0,1069,0.213027016255302,262.333333333333,247.238095238095,2026-06-23T00:00:00+05:30,2026-06-02T00:00:00+05:30
ANGELONE,2026,6,,341,360.45,319.5,330.65,-3.03519061583578,135578188,21,6456104.19047619,10,10,0,40.95,0.120650709916381,11.9261904761905,11.6547619047619,2026-06-19T00:00:00+05:30,2026-06-05T00:00:00+05:30
360ONE,2026,6,,1108,1165.1,1031.3,1074.6,-3.014440433213,21729575,21,1034741.66666667,11,9,0,133.8,0.122045824736671,32.5857142857143,31.5904761904762,2026-06-16T00:00:00+05:30,2026-06-11T00:00:00+05:30
BIOCON,2026,6,,431.2,435,405.8,418.3,-2.99165120593692,67811439,21,3229116.14285714,10,10,0,29.2,0.0701060393860577,9.87619047619048,9.84047619047619,2026-06-01T00:00:00+05:30,2026-06-08T00:00:00+05:30
IREDA,2026,6,,132.58,133.19,117.75,128.69,-2.93407753809022,144205357,21,6866921.76190476,12,8,0,15.44,0.123463089394984,3.34142857142857,2.97714285714286,2026-06-22T00:00:00+05:30,2026-06-11T00:00:00+05:30
IEX,2026,6,,128.9,129.22,116.8,125.13,-2.92474786656324,110815385,21,5276923.0952381,9,11,0,12.42,0.100947471088198,2.86238095238095,2.6847619047619,2026-06-01T00:00:00+05:30,2026-06-11T00:00:00+05:30
RELIANCE,2026,6,,1332.5,1344.9,1253.2,1293.9,-2.8968105065666,350576163,21,16694103,9,11,0,91.7000000000001,0.070387630900817,24.952380952381,23.4904761904762,2026-06-22T00:00:00+05:30,2026-06-11T00:00:00+05:30
JUBLFOOD,2026,6,,430,438.7,411.1,417.6,-2.88372093023255,57529845,21,2739516.42857143,9,11,0,27.6,0.0651928170923058,11.0619047619048,10.6166666666667,2026-06-23T00:00:00+05:30,2026-06-12T00:00:00+05:30
PPLPHARMA,2026,6,,172.99,175.95,158.1,168.09,-2.83253367246662,179784802,21,8561181.04761905,8,12,0,17.85,0.107706851172894,6.17952380952381,6.00666666666667,2026-06-01T00:00:00+05:30,2026-06-22T00:00:00+05:30
INDIANB,2026,6,,840.25,884.95,805.85,816.65,-2.80868789050878,57351721,21,2731034.33333333,10,10,0,79.1,0.0937140342563131,22.7809523809524,21.9571428571429,2026-06-18T00:00:00+05:30,2026-06-02T00:00:00+05:30
BANDHANBNK,2026,6,,210,218.13,193.51,204.18,-2.77142857142857,201025500,21,9572642.85714286,11,9,0,24.62,0.119136169447939,7.41619047619047,7.15047619047619,2026-06-16T00:00:00+05:30,2026-06-11T00:00:00+05:30
ICICIGI,2026,6,,1790.9,1893.5,1671.8,1741.7,-2.74722206711709,14670525,21,698596.428571429,7,13,0,221.7,0.125028869135537,43.9761904761905,42.7285714285714,2026-06-22T00:00:00+05:30,2026-06-12T00:00:00+05:30
DALBHARAT,2026,6,,1748.3,1773.3,1605,1700.6,-2.72836469713436,6199709,21,295224.238095238,8,12,0,168.3,0.0990036051732976,41.3285714285714,39.5285714285714,2026-06-01T00:00:00+05:30,2026-06-11T00:00:00+05:30
NAUKRI,2026,6,,1005,1029,949.05,978,-2.6865671641791,36700086,21,1747623.14285714,10,10,0,79.9500000000001,0.0805253729625252,30.4476190476191,28.3,2026-06-18T00:00:00+05:30,2026-06-11T00:00:00+05:30
JSWENERGY,2026,6,,598.9,608,548.3,583.15,-2.62982133912172,58176659,21,2770317.0952381,9,11,0,59.7,0.104004811580978,17.1309523809524,16.952380952381,2026-06-01T00:00:00+05:30,2026-06-11T00:00:00+05:30
GODREJCP,2026,6,,1036.3,1056.8,975.4,1010,-2.53787513268358,23268046,21,1108002.19047619,9,11,0,81.4,0.0802674643013105,23.5619047619048,23.1047619047619,2026-06-15T00:00:00+05:30,2026-06-03T00:00:00+05:30
COLPAL,2026,6,,2049.7,2136.5,1957.8,1997.9,-2.52719910230764,9905163,21,471674.428571429,9,11,0,178.7,0.088640873015873,44.3190476190477,42.7952380952381,2026-06-15T00:00:00+05:30,2026-06-24T00:00:00+05:30
APLAPOLLO,2026,6,,1834.7,1878.5,1736,1788.7,-2.50722188913719,14705364,21,700255.428571429,11,9,0,142.5,0.0785218732944288,40.7619047619048,40.6857142857143,2026-06-19T00:00:00+05:30,2026-06-02T00:00:00+05:30
CROMPTON,2026,6,,281.8,283.85,251.75,274.75,-2.50177430801988,60605517,21,2885977,10,10,0,32.1,0.119455618365792,7.64761904761904,7.35714285714285,2026-06-01T00:00:00+05:30,2026-06-11T00:00:00+05:30
PREMIERENE,2026,6,,1077.6,1103.9,1018.5,1051,-2.46844840386042,25197074,21,1199860.66666667,11,9,0,85.4000000000001,0.0804337881111919,33.0619047619048,32.9333333333333,2026-06-09T00:00:00+05:30,2026-06-29T00:00:00+05:30
HEROMOTOCO,2026,6,,4915.5,5073.4,4671.5,4794.3,-2.46566981995727,15201660,21,723888.571428572,9,11,0,401.9,0.0819671175882734,109.680952380952,105.447619047619,2026-06-15T00:00:00+05:30,2026-06-30T00:00:00+05:30
SAMMAANCAP,2026,6,,178,192.34,166.5,173.62,-2.46067415730337,355381184,21,16922913.5238095,9,11,0,25.84,0.146855928877823,6.89142857142857,6.58190476190476,2026-06-05T00:00:00+05:30,2026-06-29T00:00:00+05:30
V2RETAIL,2026,6,,232.5,259.25,214,226.79,-2.45591397849463,34274871,21,1632136.71428571,9,11,0,45.25,0.193604580090461,11.5342857142857,11.1461904761905,2026-06-04T00:00:00+05:30,2026-06-11T00:00:00+05:30
DIGITIDE,2026,6,,87,93.48,80.52,84.89,-2.42528735632184,5916514,21,281738.761904762,8,12,0,12.96,0.150159726781685,4.16714285714286,4.10428571428572,2026-06-18T00:00:00+05:30,2026-06-11T00:00:00+05:30
DWARKESH,2026,6,,44.3,47.08,42.21,43.31,-2.23476297968396,18751829,21,892944.238095238,9,11,0,4.87,0.110364103338873,1.45857142857143,1.44190476190476,2026-06-08T00:00:00+05:30,2026-06-25T00:00:00+05:30
ULTRACEMCO,2026,6,,11507,11674,10706,11253,-2.20735204658034,7022993,21,334428.238095238,7,13,0,968,0.0864395968873581,212.47619047619,202.619047619048,2026-06-25T00:00:00+05:30,2026-06-11T00:00:00+05:30
HAVELLS,2026,6,,1185.3,1209.1,1123.6,1159.3,-2.19353750105459,16099504,21,766643.047619048,11,9,0,85.5,0.0733596728129993,28.7190476190476,27.6190476190476,2026-06-18T00:00:00+05:30,2026-06-02T00:00:00+05:30
JMFINANCIL,2026,6,,125.01,130.9,114.5,122.31,-2.1598272138229,81292780,21,3871084.76190476,10,10,0,16.4,0.133301852833826,4.9,4.70857142857143,2026-06-02T00:00:00+05:30,2026-06-02T00:00:00+05:30
NFL,2026,6,,76.25,79.95,72,74.63,-2.12459016393443,34022745,21,1620130.71428571,10,10,0,7.95,0.105185894568388,2.1952380952381,2.11619047619048,2026-06-22T00:00:00+05:30,2026-06-08T00:00:00+05:30
ADANIENSOL,2026,6,,1521.8,1614.8,1445,1491.4,-1.99763438033906,58581178,21,2789579.90476191,11,9,0,169.8,0.112202643171806,51.7952380952381,50.6190476190476,2026-06-08T00:00:00+05:30,2026-06-03T00:00:00+05:30
