time,ltp,gammaFlip,imbalance,microprice,spread,flow,dS,IV,callSkew,putSkew,netGEX,callGEX,putGEX,I1,I2,I3
1778047076025,24100.5,24100,0.6,24173.280078125,8.599609375,0.09698502509784865,0.9524515309335664,15.422163623272093,0.025707558048594224,-0.08663869149587083,24573.799899999995,41886.809250000006,-17313.00935,0.006917058553160143,0.005704317329420723,-0.0006530036106906338
1778047092200,24104.35,24100,-0.5,24179.55029296875,0.599609375,0.10772519413173881,0.8561802990459785,15.422163623272093,0.025707558048594224,-0.08663869149587083,24573.799899999995,41886.809250000006,-17313.00935,-0.026539821095839262,-0.0061035644238562736,0.0005724406643554322
1778047108343,24104.65,24100,0,24179.5,3,0.09010262180625822,0.7975413363081085,15.422163623272093,0.025707558048594224,-0.08663869149587083,24573.799899999995,41886.809250000006,-17313.00935,-0.08503111463726716,0.0012639978318892094,0.0028311443442005915
1778047124476,24107.15,24100,-0.9259259259259259,24182.09259259259,2.5,0.056848305506080256,0.9064335810061711,15.418394344604915,0.022202057604691468,-0.08775683247916732,24315.317000000003,41577.52039999999,-17262.2034,-0.0889216013816372,0.0025030698570879845,0.003482406980707046
1778047141350,24108.45,24100,-0.6,24184.1,0.5,0.051400805630096046,0.7543364509905642,15.418394344604915,0.022202057604691468,-0.08775683247916732,24315.317000000003,41577.52039999999,-17262.2034,-0.18033603109695656,0.0038739365611641656,0.003057917676618053
1778047158176,24109.1,24100,0.3333333333333333,24185.600260416668,0.900390625,0.07933770774075137,0.6823845460930619,15.418394344604915,0.022202057604691468,-0.08775683247916732,24315.317000000003,41577.52039999999,-17262.2034,-0.1677176161750781,0.008616513206963,0.004383457606772197
1778047173406,24109.85,24100,0.23529411764705882,24187.347541360294,3.80078125,0.04657458625289563,0.7595413060444305,15.412166183407484,0.022826748291133535,-0.08888744806664119,24966.910150000003,42085.881499999996,-17118.97135,-0.07953033291564496,0.013443885832869476,0.0003536832177266759
1778047189172,24109.3,24100,0.3333333333333333,24188.8671875,0.099609375,0.04597214580240752,0.8055589641646297,15.408261157582762,0.023258411142826313,-0.08882411792317034,25078.9903,42129.71165,-17050.72135,-0.012130118680377902,0.011245844893230628,0.0001799134328749893
1778047204191,24111.25,24100,0,24190.7998046875,3.599609375,0.042354507050905245,0.7179717029676557,15.408261157582762,0.023258411142826313,-0.08882411792317034,25078.9903,42129.71165,-17050.72135,0.04383060602861925,0.01099797575657009,0.003934693112680358
1778047220203,24115,24100,0,24193.4501953125,0.900390625,0.029424266521882875,0.5893692901851829,15.408261157582762,0.023258411142826313,-0.08882411792317034,25078.9903,42129.71165,-17050.72135,-0.03829836662484414,0.002844285933638078,0.004049586315571967
1778047235910,24113.75,24100,0.25,24194.749755859375,7.599609375,0.02573581606716373,0.6399310999465899,15.405818690559773,0.02347770446223987,-0.08893068717894514,25530.538150000004,42389.9372,-16859.39905,-0.08856296908055455,0.0017736436315533206,0.0020549781105654334
