S0,gamma_flip,expected_move,upper_level,lower_level,time_horizon_seconds,prob_hit_upper,prob_hit_lower,prob_hit_upper_horizon,prob_hit_lower_horizon,confidence_probability,confidence_lower,confidence_upper
1017.2999877929688,1060.0,99.77266978381685,1117.0726575767856,917.5273180091519,25.0,0.032,0.026,0.006,0.0,0.032,0.01657291980963345,0.04742708019036655
