S0,gamma_flip,expected_move,upper_level,lower_level,time_horizon_seconds,prob_hit_upper,prob_hit_lower,prob_hit_upper_horizon,prob_hit_lower_horizon,confidence_probability,confidence_lower,confidence_upper
1014.4000244140624,1060.0,235.58089448821804,1249.9809189022803,778.8191299258443,25.0,0.032,0.074,0.014,0.044,0.032,0.01657291980963345,0.04742708019036655
