S0,gamma_flip,expected_move,upper_level,lower_level,time_horizon_seconds,prob_hit_upper,prob_hit_lower,prob_hit_upper_horizon,prob_hit_lower_horizon,confidence_probability,confidence_lower,confidence_upper
1010.2000122070312,1080.0,42837.99870248819,43848.19871469522,-41827.79869028116,3000.0,0.15914285714285714,0.0,0.04971428571428571,0.0,0.15914285714285714,0.1470235795406236,0.1712621347450907
