S0,gamma_flip,expected_move,upper_level,lower_level,time_horizon_seconds,prob_hit_upper,prob_hit_lower,prob_hit_upper_horizon,prob_hit_lower_horizon,confidence_probability,confidence_lower,confidence_upper,timestamp_unix,timestamp_unix_ms,timestamp_human
1014.4000244140624,1060.0,253.41242320520854,1267.8124476192709,760.9876012088539,25.0,0.044,0.064,0.01,0.038,0.044,0.02602262185968154,0.06197737814031845,1779103299,1779103299923,2026-05-18 16:51:39.923327
1014.4000244140624,1060.0,208.9730215301111,1223.3730459441736,805.4270028839512,25.0,0.048,0.15,0.024,0.122,0.048,0.029262564017454258,0.06673743598254575,1779103323,1779103323145,2026-05-18 16:52:03.145865
1026.9000244140625,900.0,319.22240049771625,1346.1224249117788,707.6776239163462,125.0,0.07,0.114,0.048,0.066,0.07,0.04763537793746561,0.0923646220625344,1779169451,1779169451251,2026-05-19 11:14:11.251202
