S0,gamma_flip,expected_move,upper_level,lower_level,time_horizon_seconds,prob_hit_upper,prob_hit_lower,prob_hit_upper_horizon,prob_hit_lower_horizon,confidence_probability,confidence_lower,confidence_upper
1014.0999755859376,1060.0,160.89056687519982,1174.9905424611375,853.2094087107378,25.0,0.038,0.202,0.034,0.152,0.038,0.02124091114648532,0.05475908885351467
