symbol,year,month,quarter,open,high,low,close,percent_change,volume,trading_days,avg_daily_volume,up_days,down_days,unchanged_days,range,volatility,avg_true_range,avg_daily_range,highest_day,lowest_day,vpoc,vah,val
CENTRUM,2026,,2,29.37,29.9,21.31,21.75,-25.944841675178754,25691424.0,60,428190.4,19,38,2,8.59,0.35946937465998974,1.0148333333333333,0.9899999999999998,2026-04-01T00:00:00+05:30,2026-06-08T00:00:00+05:30,22.040149999999997,25.2614,21.7395
SILVERBEES,2026,,2,222.11,274.8,202.58,212.82,-4.18261221917069,1978477040.0,60,32974617.333333332,30,29,0,72.22,0.30701278936550547,7.0874999999999995,5.015,2026-05-13T00:00:00+05:30,2026-06-25T00:00:00+05:30,222.44050000000001,243.0232,202.58
MOSCHIP,2026,,2,161.87,236.7,155.37,206.49,27.565330203249523,172792738.0,60,2879878.966666667,30,29,0,81.32999999999998,0.3998892064824041,9.982666666666667,9.377666666666668,2026-05-08T00:00:00+05:30,2026-04-01T00:00:00+05:30,211.08105,226.12709999999998,198.4749
UCOBANK,2026,,2,23.45,30.04,22.83,26.99,15.095948827292109,517957550.0,60,8632625.833333334,29,30,0,7.210000000000001,0.27760665331895895,0.7014999999999998,0.6499999999999998,2026-06-17T00:00:00+05:30,2026-04-02T00:00:00+05:30,26.68735,28.670099999999998,25.353499999999997
SUNPHARMA,2026,,2,1762.1,1916.6,1613.6,1862.5,5.697747006412809,227769599.0,60,3796159.9833333334,32,27,0,303.0,0.16928934790078415,40.201666666666675,39.02500000000001,2026-05-19T00:00:00+05:30,2026-04-24T00:00:00+05:30,1669.6549999999997,1825.6999999999998,1637.84
ADFFOODS,2026,,2,173.5,320.0,170.0,310.7,79.07780979827088,23794370.0,60,396572.8333333333,31,28,0,150.0,0.5778042283713433,14.039333333333328,13.878999999999996,2026-06-22T00:00:00+05:30,2026-04-01T00:00:00+05:30,265.25,311.0,243.5
TATASTEEL,2026,,2,200.0,224.4,187.05,188.06,-5.969999999999999,1857993096.0,60,30966551.6,31,28,0,37.349999999999994,0.18099028580474044,4.709666666666667,4.364333333333334,2026-05-15T00:00:00+05:30,2026-06-30T00:00:00+05:30,211.51425,218.424,198.6285
SANDUMA,2026,,2,177.25,253.9,174.86,202.85,14.442877291960505,121218000.0,60,2020300.0,29,30,0,79.03999999999999,0.36754243199255976,8.614833333333335,8.033333333333333,2026-05-08T00:00:00+05:30,2026-04-02T00:00:00+05:30,214.77519999999998,239.6728,205.68560000000002
JTLIND,2026,,2,43.9,84.0,42.2,79.59,81.29840546697041,325695301.0,60,5428255.016666667,28,31,0,41.8,0.5856296569583217,4.475499999999999,4.352,2026-05-11T00:00:00+05:30,2026-04-01T00:00:00+05:30,67.071,80.656,61.428
GOLDIAM,2026,,2,276.0,507.45,272.75,444.15,60.92391304347825,56298359.0,60,938305.9833333333,34,25,0,234.7,0.5798473999102353,21.88333333333333,21.081666666666663,2026-06-18T00:00:00+05:30,2026-04-01T00:00:00+05:30,410.04949999999997,472.245,378.365
MRPL,2026,,2,183.0,194.85,143.12,149.05,-18.551912568306005,485683256.0,60,8094720.933333334,22,37,0,51.72999999999999,0.31823499436593433,6.7733333333333325,6.423166666666666,2026-04-24T00:00:00+05:30,2026-05-20T00:00:00+05:30,156.82844999999998,174.6753,146.74110000000002
NIFTYBEES,2026,,2,258.34,277.83,251.7,271.82,5.217929859874591,557633749.0,60,9293895.816666666,33,26,0,26.129999999999995,0.09690477088184082,3.5523333333333382,3.288333333333339,2026-04-21T00:00:00+05:30,2026-04-02T00:00:00+05:30,271.95074999999997,275.4783,265.5489
GOLDETF,2026,,2,142.8,155.8,134.65,136.34,-4.523809523809529,101064034.0,60,1684400.5666666667,26,33,0,21.150000000000006,0.14462082334720286,2.9074999999999993,2.4090000000000003,2026-05-14T00:00:00+05:30,2026-06-30T00:00:00+05:30,145.96525,151.993,139.0915
MUTHOOTMF,2026,,2,151.81,217.99,145.8,214.37,41.20940649496081,46962321.0,60,782705.35,30,29,0,72.19,0.3875626342161775,8.793500000000002,8.643333333333334,2026-05-07T00:00:00+05:30,2026-04-02T00:00:00+05:30,190.91875000000002,199.9425,176.8417
VEDL,2026,,2,248.48,360.0,244.29,280.75,12.98696072118481,1886050180.0,60,31434169.666666668,31,28,0,115.71000000000001,0.3839271099235088,11.675666666666668,10.99533333333333,2026-05-29T00:00:00+05:30,2026-04-02T00:00:00+05:30,278.42445,319.50149999999996,268.5891
MOREPENLAB,2026,,2,34.56,60.5,34.56,59.12,71.0648148148148,493122367.0,60,8218706.116666666,31,28,0,25.939999999999998,0.5812602936178636,2.260166666666667,2.1484999999999994,2026-06-30T00:00:00+05:30,2026-04-01T00:00:00+05:30,51.5507,53.4962,42.6014
SOUTHBANK,2026,,2,35.88,49.79,35.21,45.63,27.173913043478258,1016302671.0,60,16938377.85,33,26,0,14.579999999999998,0.3506479451340984,1.3926666666666665,1.3308333333333335,2026-06-18T00:00:00+05:30,2026-04-02T00:00:00+05:30,38.636300000000006,45.5618,37.8344
APOLLO,2026,,2,193.0,446.9,189.4,424.75,120.07772020725389,1378277535.0,60,22971292.25,38,21,0,257.5,0.7633387895176044,21.08816666666666,20.453666666666663,2026-06-03T00:00:00+05:30,2026-04-02T00:00:00+05:30,419.86250000000007,444.32500000000005,318.15
ADANIPORTS,2026,,2,1351.2,1857.8,1332.6,1810.2,33.96980461811723,183399697.0,60,3056661.6166666667,33,26,0,525.2,0.30843467834683236,45.144999999999996,42.40333333333333,2026-06-10T00:00:00+05:30,2026-04-02T00:00:00+05:30,1813.158,1857.8,1589.9479999999999
TDPOWERSYS,2026,,2,870.05,1379.6,826.0,1238.3,42.32515372679732,90087260.0,60,1501454.3333333333,37,22,0,553.5999999999999,0.47674784938867154,63.908333333333346,62.16916666666669,2026-05-27T00:00:00+05:30,2026-04-02T00:00:00+05:30,1282.7199999999998,1368.5279999999998,1113.8719999999998
NMDC,2026,,2,78.56,97.49,75.61,85.16,8.401221995926674,1705053555.0,60,28417559.25,29,30,0,21.879999999999995,0.24757292538867137,2.545666666666666,2.425333333333333,2026-06-03T00:00:00+05:30,2026-04-02T00:00:00+05:30,88.191,93.7704,85.456
TATACONSUM,2026,,2,1025.0,1282.7,1007.2,1075.6,4.93658536585365,131680440.0,60,2194674.0,28,31,0,275.5,0.2412423763468636,29.11333333333334,27.93833333333334,2026-05-12T00:00:00+05:30,2026-04-02T00:00:00+05:30,1107.7575000000002,1213.825,1073.3200000000002
J&KBANK,2026,,2,114.0,167.15,109.78,154.74,35.736842105263165,279159441.0,60,4652657.35,33,26,0,57.370000000000005,0.4113763695814291,5.179166666666669,4.9305,2026-06-18T00:00:00+05:30,2026-04-02T00:00:00+05:30,131.86745000000002,148.79160000000002,120.6803
KWIL,2026,,2,24.09,39.45,22.95,35.11,45.745122457451224,929880653.0,60,15498010.883333333,33,24,2,16.500000000000004,0.5613199523728527,1.5131666666666665,1.4895,2026-06-15T00:00:00+05:30,2026-04-02T00:00:00+05:30,28.1475,34.335,23.445
BPCL,2026,,2,292.0,321.6,266.6,303.55,3.9554794520547985,686582953.0,60,11443049.216666667,25,34,0,55.0,0.1831862754621984,9.19833333333333,7.948333333333332,2026-06-18T00:00:00+05:30,2026-04-02T00:00:00+05:30,309.225,314.45000000000005,290.8
TATACHEM,2026,,2,605.0,854.85,592.5,715.95,18.338842975206617,120475853.0,60,2007930.8833333333,26,33,0,262.35,0.3582764220610512,28.894166666666663,28.214166666666667,2026-04-30T00:00:00+05:30,2026-04-02T00:00:00+05:30,727.61025,815.4975000000001,713.181
ATALREAL,2026,,2,21.65,32.0,21.56,28.19,30.207852193995393,353354188.0,60,5889236.466666667,34,25,0,10.440000000000001,0.3753145596165369,1.3901666666666666,1.3623333333333334,2026-06-17T00:00:00+05:30,2026-04-01T00:00:00+05:30,30.2774,31.8956,26.571199999999997
SUMEETINDS,2026,,2,25.85,29.55,22.5,28.35,9.671179883945841,82135267.0,60,1368921.1166666667,28,30,1,7.050000000000001,0.27530996778287614,1.1613333333333329,1.1539999999999992,2026-06-30T00:00:00+05:30,2026-06-09T00:00:00+05:30,25.919249999999998,28.2105,25.2495
E2E,2026,,2,212.5,469.4,207.2,396.3,86.49411764705883,42123873.0,60,702064.55,36,23,0,262.2,0.773481749528005,19.434166666666666,17.178499999999996,2026-06-23T00:00:00+05:30,2026-04-02T00:00:00+05:30,423.515,437.936,369.764
NHPC,2026,,2,75.95,86.83,71.62,81.33,7.083607636603022,1686384102.0,60,28106401.7,29,29,1,15.209999999999994,0.19373451620504523,2.175,2.0506666666666664,2026-04-29T00:00:00+05:30,2026-06-11T00:00:00+05:30,74.58595,79.6813,72.3805
PIDILITIND,2026,,2,1317.9,1620.7,1259.0,1592.7,20.851354427498286,62540334.0,60,1042338.9,34,25,0,361.70000000000005,0.24952628867875937,33.555000000000014,29.885000000000005,2026-06-25T00:00:00+05:30,2026-04-06T00:00:00+05:30,1470.5945000000002,1537.509,1342.191
GVT&D,2026,,2,3760.9,5650.0,3650.0,4944.0,31.457895716450846,55263083.0,60,921051.3833333333,32,27,0,2000.0,0.4345336964586591,225.9933333333333,216.50666666666663,2026-06-23T00:00:00+05:30,2026-04-08T00:00:00+05:30,4800.0,5190.0,4350.0
HAVELLS,2026,,2,1218.0,1410.7,1123.6,1159.3,-4.8193760262725815,64243485.0,60,1070724.75,32,27,0,287.10000000000014,0.23638319711498884,32.073333333333366,30.3166666666667,2026-04-22T00:00:00+05:30,2026-06-02T00:00:00+05:30,1202.5524999999998,1264.279,1126.471
ZEEL,2026,,2,74.0,118.35,72.1,103.51,39.878378378378386,2149069018.0,60,35817816.96666667,33,26,0,46.25,0.4940016626938846,4.9126666666666665,4.714166666666667,2026-06-23T00:00:00+05:30,2026-04-06T00:00:00+05:30,110.71875,118.35,91.0625
SETFGOLD,2026,,2,128.0,139.12,116.32,119.58,-6.578125000000002,335527792.0,60,5592129.866666666,26,33,0,22.80000000000001,0.17751156809670757,2.985666666666665,2.6254999999999975,2026-05-15T00:00:00+05:30,2026-06-11T00:00:00+05:30,126.922,133.42000000000002,124.52799999999999
TRIVENI,2026,,2,388.7,435.0,357.05,422.55,8.708515564702862,25917681.0,60,431961.35,31,28,0,77.94999999999999,0.1987506374298827,14.101666666666661,13.893333333333333,2026-04-23T00:00:00+05:30,2026-06-02T00:00:00+05:30,414.34325,423.3075,378.87600000000003
PHARMABEES,2026,,2,23.09,26.9,21.69,26.04,12.776093546990037,540543570.0,60,9009059.5,36,23,0,5.209999999999997,0.2136646981627295,0.7588333333333335,0.7581666666666667,2026-06-29T00:00:00+05:30,2026-04-02T00:00:00+05:30,25.20675,25.9101,23.5135
BLUSPRING,2026,,2,54.39,119.5,52.12,111.02,104.11840411840411,49890648.0,60,831510.8,36,23,0,67.38,0.8751634383090737,5.497833333333335,5.318333333333333,2026-06-18T00:00:00+05:30,2026-04-01T00:00:00+05:30,92.2111,118.8262,82.441
BAJAJHFL,2026,,2,74.54,93.0,74.31,87.5,17.386638046686333,320841465.0,60,5347357.75,31,28,0,18.689999999999998,0.21814107389835258,2.0910000000000006,1.9615000000000011,2026-04-28T00:00:00+05:30,2026-04-01T00:00:00+05:30,83.93535,89.6358,82.7205
CDSL,2026,,2,1158.5,1401.1,1136.1,1305.5,12.688821752265861,127299531.0,60,2121658.85,31,28,0,265.0,0.20967263376520626,34.6016666666667,31.64333333333337,2026-04-20T00:00:00+05:30,2026-04-02T00:00:00+05:30,1203.675,1324.25,1175.85
IOB,2026,,2,32.45,36.53,31.41,34.09,5.053929121725733,273534566.0,60,4558909.433333334,26,32,1,5.120000000000001,0.15006521388689426,0.7488333333333337,0.6955000000000008,2026-06-17T00:00:00+05:30,2026-04-02T00:00:00+05:30,35.122,35.5572,33.3556
TATAPOWER,2026,,2,390.7,464.9,368.0,385.5,-1.3309444586639336,427995621.0,60,7133260.35,24,34,1,96.89999999999998,0.2342550696842351,9.997499999999997,9.685,2026-04-28T00:00:00+05:30,2026-04-02T00:00:00+05:30,403.36850000000004,435.83,390.287
SAGILITY,2026,,2,41.65,45.4,38.52,39.4,-5.402160864345738,991433959.0,60,16523899.316666666,25,34,0,6.8799999999999955,0.1661862509863282,1.288333333333333,1.2286666666666666,2026-05-11T00:00:00+05:30,2026-06-19T00:00:00+05:30,39.930400000000006,42.9232,39.552
KAYNES,2026,,2,3629.5,4538.6,2995.0,3121.9,-13.985397437663588,94207605.0,60,1570126.75,31,28,0,1543.6000000000004,0.4279247019598893,153.0566666666667,139.8816666666667,2026-05-08T00:00:00+05:30,2026-05-20T00:00:00+05:30,3265.13,3874.8520000000003,2995.0
GMRAIRPORT,2026,,2,86.86,113.36,85.71,112.09,29.04674188349068,1232001321.0,60,20533355.35,33,25,1,27.650000000000006,0.27868020816185296,3.0581666666666676,2.799333333333334,2026-06-30T00:00:00+05:30,2026-04-02T00:00:00+05:30,97.18475,104.2355,90.687
WIPRO,2026,,2,191.51,212.98,170.05,170.39,-11.028144744399773,1692958908.0,60,28215981.8,28,31,0,42.92999999999998,0.22045136128159276,4.872333333333332,4.3645000000000005,2026-04-16T00:00:00+05:30,2026-06-30T00:00:00+05:30,205.03795,211.2628,191.515
HUDCO,2026,,2,166.5,235.5,161.0,205.02,23.13513513513514,252163739.0,60,4202728.983333333,35,23,1,74.5,0.36365884732348713,6.723166666666662,6.506333333333331,2026-05-08T00:00:00+05:30,2026-04-02T00:00:00+05:30,212.7775,226.56,198.995
M&MFIN,2026,,2,291.15,341.0,272.65,315.8,8.466426240769376,219026728.0,60,3650445.466666667,23,35,1,68.35000000000002,0.22542380334645246,11.494166666666661,10.654166666666663,2026-05-08T00:00:00+05:30,2026-04-07T00:00:00+05:30,311.95124999999996,331.431,296.5725
IFCI,2026,,2,50.81,95.8,49.88,74.88,47.37256445581577,3604241067.0,60,60070684.45,30,29,0,45.919999999999995,0.6852640375661585,3.7274999999999996,3.5728333333333335,2026-06-17T00:00:00+05:30,2026-04-01T00:00:00+05:30,84.5496,94.4224,69.62559999999999
GHCLTEXTIL,2026,,2,67.88,103.37,66.3,99.63,46.77371832645846,32592373.0,60,543206.2166666667,35,24,0,37.07000000000001,0.41087387823414023,4.648666666666668,4.6146666666666665,2026-05-27T00:00:00+05:30,2026-04-01T00:00:00+05:30,93.91715,99.29230000000001,88.1713
FSL,2026,,2,210.07,282.05,205.82,228.45,8.74946446422621,322041097.0,60,5367351.616666666,25,34,0,76.23000000000002,0.31687352563192156,11.396833333333332,11.042666666666666,2026-05-25T00:00:00+05:30,2026-04-02T00:00:00+05:30,245.07845,260.7056,221.066
AMBUJACEM,2026,,2,415.0,468.8,404.8,421.85,1.6506024096385599,209289767.0,60,3488162.783333333,29,30,0,64.0,0.14671664202285573,12.757499999999997,11.804999999999998,2026-04-27T00:00:00+05:30,2026-06-11T00:00:00+05:30,440.32,453.44,422.08000000000004
LICI,2026,,2,372.5,450.2,360.75,431.65,15.879194630872476,191548190.0,60,3192469.8333333335,28,31,0,89.44999999999999,0.22003341293675113,9.642833333333336,8.639500000000002,2026-06-19T00:00:00+05:30,2026-04-02T00:00:00+05:30,399.66075,427.8375,394.741
ALPHA,2026,,2,43.68,52.67,42.36,51.51,17.92582417582417,97321649.0,60,1622027.4833333334,37,22,0,10.310000000000002,0.20856161266069462,1.207,1.1646666666666663,2026-06-23T00:00:00+05:30,2026-04-02T00:00:00+05:30,49.21615,51.639,48.546
CAMS,2026,,2,642.0,844.9,630.45,796.85,24.119937694704053,96707445.0,60,1611790.75,35,24,0,214.44999999999993,0.2807871292260186,23.79666666666667,22.255000000000006,2026-05-08T00:00:00+05:30,2026-04-02T00:00:00+05:30,768.77025,810.588,735.5305000000001
MCLOUD,2026,,2,20.5,34.29,20.09,30.5,48.78048780487805,414077569.0,60,6901292.816666666,28,30,1,14.2,0.5437835077865713,1.5773333333333333,1.5194999999999999,2026-06-19T00:00:00+05:30,2026-04-01T00:00:00+05:30,28.539,31.592,26.338
APLAPOLLO,2026,,2,1978.2,2173.0,1736.0,1788.7,-9.579415630371043,43483082.0,60,724718.0333333333,27,32,0,437.0,0.22959076453199212,56.06666666666667,53.72833333333333,2026-04-21T00:00:00+05:30,2026-06-02T00:00:00+05:30,1851.8049999999998,1963.24,1766.59
JSWINFRA,2026,,2,250.71,343.45,233.42,322.15,28.495073989868757,200970725.0,60,3349512.0833333335,34,25,0,110.03,0.39480435601643377,9.793666666666665,9.11533333333333,2026-06-24T00:00:00+05:30,2026-04-07T00:00:00+05:30,273.58095000000003,320.3437,253.22539999999998
ASTRAL,2026,,2,1622.1,1661.5,1329.0,1335.6,-17.662289624560756,48696685.0,60,811611.4166666666,29,30,0,332.5,0.21558128603152132,51.363333333333344,49.39333333333333,2026-04-15T00:00:00+05:30,2026-06-30T00:00:00+05:30,1570.0625,1614.95,1505.225
STLTECH,2026,,2,186.0,679.9,170.8,613.3,229.73118279569889,302631479.0,60,5043857.983333333,44,15,0,509.09999999999997,1.1939652106070828,25.43066666666667,20.290833333333335,2026-06-05T00:00:00+05:30,2026-04-02T00:00:00+05:30,285.3475,410.077,170.8
BCLIND,2026,,2,26.21,39.98,26.21,33.84,29.111026325829847,83973143.0,60,1399552.3833333333,27,31,1,13.769999999999996,0.4006867252517021,1.693833333333334,1.6551666666666673,2026-06-11T00:00:00+05:30,2026-04-01T00:00:00+05:30,34.67855,37.9145,32.4065
MARKSANS,2026,,2,165.0,277.0,160.6,272.81,65.33939393939394,178225204.0,60,2970420.066666667,33,26,0,116.4,0.5414730019421391,10.422666666666666,10.198500000000001,2026-06-30T00:00:00+05:30,2026-04-02T00:00:00+05:30,254.30200000000002,268.852,214.144
TMPV,2026,,2,310.0,408.0,295.05,352.2,13.612903225806447,727803883.0,60,12130064.716666667,33,25,1,112.94999999999999,0.3146407538006904,11.590833333333327,10.568333333333328,2026-05-29T00:00:00+05:30,2026-04-02T00:00:00+05:30,356.60775,383.151,333.45300000000003
EDELWEISS,2026,,2,103.99,133.9,101.72,120.81,16.174632176170796,304065473.0,60,5067757.883333334,29,30,0,32.18000000000001,0.27749273500219895,4.954499999999999,4.787499999999999,2026-06-23T00:00:00+05:30,2026-04-02T00:00:00+05:30,119.57990000000001,125.2114,111.0522
COLPAL,2026,,2,1822.0,2223.7,1782.1,1997.9,9.654226125137216,28654533.0,60,477575.55,31,28,0,441.5999999999999,0.21492345542017385,50.91666666666669,49.59000000000003,2026-05-19T00:00:00+05:30,2026-04-02T00:00:00+05:30,1996.2759999999998,2153.044,1971.9879999999998
INDOFARM,2026,,2,115.85,159.9,115.0,147.53,27.345705653862762,13880304.0,60,231338.4,30,29,0,44.900000000000006,0.32736446090582993,6.858166666666666,6.6336666666666675,2026-06-22T00:00:00+05:30,2026-04-01T00:00:00+05:30,147.1035,149.573,130.715
CMRGREEN,2026,,2,268.0,268.96,231.3,250.7,-6.4552238805970195,107145869.0,14,7653276.357142857,7,6,0,37.65999999999997,0.1521475650156406,15.782142857142853,15.737142857142853,2026-06-10T00:00:00+05:30,2026-06-16T00:00:00+05:30,243.9161,259.9216,241.8448
LIQUIDBEES,2026,,2,1000.0,1003.0,969.99,1000.0,0.0,228949138.0,60,3815818.966666667,15,15,29,33.00999999999999,0.03301014854566845,3.183666666666653,3.183666666666653,2026-05-14T00:00:00+05:30,2026-05-04T00:00:00+05:30,999.8640499999999,1000.0291,999.3689
TEXRAIL,2026,,2,83.99,130.75,82.35,107.66,28.181926419811887,335909651.0,60,5598494.183333334,32,27,0,48.400000000000006,0.4560029395230813,4.565666666666668,4.122166666666668,2026-05-14T00:00:00+05:30,2026-04-01T00:00:00+05:30,113.568,130.75,108.97
GOLD1,2026,,2,125.13,135.19,114.27,117.06,-6.449292735555018,162802867.0,60,2713381.1166666667,26,33,0,20.92,0.166528467850533,2.8470000000000004,2.5458333333333334,2026-05-26T00:00:00+05:30,2026-06-25T00:00:00+05:30,125.25299999999999,128.0772,118.0356
SYNGENE,2026,,2,395.05,518.55,380.0,439.5,11.251740286039738,131292585.0,60,2188209.75,27,32,0,138.54999999999995,0.31316514158921976,16.97833333333333,16.62666666666666,2026-04-30T00:00:00+05:30,2026-04-06T00:00:00+05:30,438.88374999999996,485.29799999999994,431.26349999999996
TIRUPATIFL,2026,,2,40.48,66.8,38.0,64.07,58.275691699604735,30511128.0,60,508518.8,31,28,0,28.799999999999997,0.6414420567720763,2.609166666666667,2.5288333333333335,2026-06-30T00:00:00+05:30,2026-05-14T00:00:00+05:30,43.04,54.992,39.152
RTNINDIA,2026,,2,27.0,41.34,26.62,33.36,23.555555555555554,200124264.0,60,3335404.4,31,28,0,14.720000000000002,0.4241015692526362,1.6296666666666666,1.5541666666666667,2026-06-04T00:00:00+05:30,2026-04-01T00:00:00+05:30,35.3784,38.5432,32.802400000000006
JAMNAAUTO,2026,,2,117.55,135.99,109.22,131.37,11.756699276903452,142177538.0,60,2369625.6333333333,33,26,0,26.77000000000001,0.21716645236656276,4.878500000000001,4.521666666666667,2026-06-22T00:00:00+05:30,2026-05-18T00:00:00+05:30,124.88045,131.9745,119.3926
RBLBANK,2026,,2,295.0,381.7,292.2,369.05,25.101694915254242,362371294.0,60,6039521.566666666,32,27,0,89.5,0.2638535391751261,10.81916666666666,10.305833333333329,2026-06-22T00:00:00+05:30,2026-04-02T00:00:00+05:30,317.7075,356.64,305.625
AWL,2026,,2,182.99,216.01,175.6,183.61,0.338816328761137,202232045.0,60,3370534.0833333335,23,34,2,40.41,0.21051059629040836,6.031999999999997,5.813333333333331,2026-05-07T00:00:00+05:30,2026-04-09T00:00:00+05:30,183.47994999999997,200.6542,181.2574
MARICO,2026,,2,752.0,848.8,728.95,836.25,11.20345744680851,125310590.0,60,2088509.8333333333,32,27,0,119.84999999999991,0.1494320708529534,17.747500000000002,17.57916666666667,2026-05-11T00:00:00+05:30,2026-04-02T00:00:00+05:30,830.22325,848.8,780.4855
BHARTIARTL,2026,,2,1811.0,1953.8,1740.5,1852.0,2.2639425731639977,568045272.0,60,9467421.2,31,28,0,213.29999999999995,0.11569692071533565,38.725,37.804999999999986,2026-05-18T00:00:00+05:30,2026-05-13T00:00:00+05:30,1846.0835000000002,1891.943,1804.49
GOLDBEES,2026,,2,125.62,135.07,113.33,115.97,-7.6818977869766005,1905875982.0,60,31764599.7,27,32,0,21.739999999999995,0.17455935272257184,2.334500000000001,1.8423333333333345,2026-05-15T00:00:00+05:30,2026-06-11T00:00:00+05:30,124.30869999999999,126.5914,115.28659999999999
ADANIPOWER,2026,,2,155.0,254.2,150.62,223.77,44.36774193548388,2907502767.0,60,48458379.45,33,26,0,103.57999999999998,0.48091707608484524,8.267499999999997,8.008833333333328,2026-05-29T00:00:00+05:30,2026-04-02T00:00:00+05:30,221.57229999999998,247.9852,201.3742
DABUR,2026,,2,420.0,490.5,403.35,422.2,0.5238095238095211,134370844.0,60,2239514.066666667,29,29,1,87.14999999999998,0.1982006909922732,10.877499999999998,10.409999999999995,2026-05-08T00:00:00+05:30,2026-04-02T00:00:00+05:30,423.83025,455.64,417.29400000000004
RAYMONDREL,2026,,2,392.55,688.7,383.3,619.2,57.737867787542996,74315194.0,60,1238586.5666666667,31,28,0,305.40000000000003,0.5668642421392598,31.198333333333334,29.620833333333334,2026-06-23T00:00:00+05:30,2026-04-02T00:00:00+05:30,616.931,676.484,560.432
AUROPHARMA,2026,,2,1332.2,1588.9,1266.1,1578.7,18.503227743582045,92127742.0,60,1535462.3666666667,34,25,0,322.8000000000002,0.22388396134048338,37.070000000000036,36.20500000000004,2026-06-30T00:00:00+05:30,2026-04-02T00:00:00+05:30,1445.254,1530.796,1366.168
COFORGE,2026,,2,1150.0,1554.0,1130.0,1465.7,27.45217391304348,238553314.0,60,3975888.566666667,32,27,0,424.0,0.31588005001434133,52.28166666666669,48.15500000000004,2026-06-02T00:00:00+05:30,2026-04-02T00:00:00+05:30,1293.24,1431.04,1146.96
VOLTAS,2026,,2,1300.0,1537.9,1186.8,1277.6,-1.7230769230769298,77924123.0,60,1298735.3833333333,28,31,0,351.10000000000014,0.26444127272247986,47.123333333333356,44.94833333333336,2026-04-29T00:00:00+05:30,2026-04-02T00:00:00+05:30,1286.8635,1372.883,1214.888
GPIL,2026,,2,278.0,320.0,254.9,255.65,-8.039568345323739,202520381.0,60,3375339.683333333,20,39,0,65.1,0.2271815183821604,9.66583333333333,9.463333333333333,2026-05-20T00:00:00+05:30,2026-06-30T00:00:00+05:30,301.4465,310.235,281.591
LT,2026,,2,3655.0,4272.3,3470.0,4143.4,13.362517099863192,160019728.0,60,2666995.466666667,31,28,0,802.3000000000002,0.200377794853565,89.80999999999996,78.00833333333328,2026-06-25T00:00:00+05:30,2026-04-02T00:00:00+05:30,3931.3225,4127.886,3879.1730000000002
IREDA,2026,,2,113.97,142.85,109.85,128.69,12.915679564797752,562484400.0,60,9374740.0,34,25,0,33.0,0.25826378906891995,3.8459999999999996,3.5733333333333333,2026-04-22T00:00:00+05:30,2026-04-02T00:00:00+05:30,129.485,138.56,124.36999999999999
POLICYBZR,2026,,2,1468.6,1845.5,1390.5,1628.6,10.894729674519951,106003189.0,60,1766719.8166666667,32,27,0,455.0,0.2803637539987779,55.811666666666675,53.89833333333333,2026-05-20T00:00:00+05:30,2026-04-02T00:00:00+05:30,1629.375,1722.65,1508.8
TEJASNET,2026,,2,409.95,644.75,396.25,612.5,49.40846444688377,487882310.0,60,8131371.833333333,30,29,0,248.5,0.5014722971029969,28.174166666666675,27.268333333333338,2026-06-19T00:00:00+05:30,2026-04-24T00:00:00+05:30,541.6225,634.81,473.28499999999997
MID150BEES,2026,,2,206.31,239.89,198.81,235.19,13.998351994571273,60176873.0,60,1002947.8833333333,36,23,0,41.079999999999984,0.17972402649485641,4.428833333333333,4.225333333333333,2026-06-23T00:00:00+05:30,2026-04-02T00:00:00+05:30,229.00379999999998,237.4252,225.512
EICHERMOT,2026,,2,6787.5,7754.0,6442.0,7073.5,4.213627992633517,37555485.0,60,625924.75,28,31,0,1312.0,0.18244521081321616,189.26666666666668,171.41666666666666,2026-06-25T00:00:00+05:30,2026-04-07T00:00:00+05:30,7157.04,7452.24,6927.44
FILATEX,2026,,2,37.86,55.8,37.86,51.91,37.11040676175382,65793351.0,60,1096555.85,31,28,0,17.939999999999998,0.3864741237550176,2.0949999999999993,2.0389999999999997,2026-06-22T00:00:00+05:30,2026-04-01T00:00:00+05:30,44.9463,51.8532,40.9098
TATATECH,2026,,2,519.0,784.0,517.0,684.1,31.811175337186903,107573385.0,60,1792889.75,38,21,0,267.0,0.4068091006395437,22.23333333333334,21.179166666666674,2026-06-09T00:00:00+05:30,2026-04-02T00:00:00+05:30,630.4749999999999,754.63,599.77
EXICOM,2026,,2,78.5,182.9,78.5,170.83,117.61783439490448,357887125.0,60,5964785.416666667,31,28,0,104.4,0.7964652404717251,10.041,9.773166666666667,2026-06-22T00:00:00+05:30,2026-04-01T00:00:00+05:30,151.058,172.46,140.096
PACEDIGITK,2026,,2,149.9,217.0,140.61,202.81,35.29686457638425,202035806.0,60,3367263.433333333,34,25,0,76.38999999999999,0.42308750306926285,9.141833333333333,8.624833333333333,2026-06-24T00:00:00+05:30,2026-04-07T00:00:00+05:30,205.15955,214.7083,183.38840000000002
DECNGOLD,2026,,2,115.0,235.0,114.8,198.22,72.36521739130436,128946658.0,49,2631564.448979592,26,22,0,120.2,0.7772450806897526,11.512653061224487,11.113673469387754,2026-06-22T00:00:00+05:30,2026-04-22T00:00:00+05:30,167.087,212.16199999999998,135.23399999999998
