S0,gamma_flip,expected_move,upper_level,lower_level,time_horizon_seconds,prob_hit_upper,prob_hit_lower,prob_hit_upper_horizon,prob_hit_lower_horizon,confidence_probability,confidence_lower,confidence_upper
1015.4000244140624,1060.0,71.83158750748993,1087.2316119215523,943.5684369065725,25.0,0.02,0.03,0.002,0.012,0.02,0.007728458939481155,0.03227154106051885
